"signature","CFU-E_Cord_Blood_1","CFU-E_Cord_Blood_2","CFU-E_Cord_Blood_3","CFU-E_Cord_Blood_4","CFU-E_Cord_Blood_5","CFU-E_Cord_Blood_6","Pro Eb_Cord_Blood_1","Pro Eb_Cord_Blood_2","Pro Eb_Cord_Blood_3","Pro Eb_Cord_Blood_4","Pro Eb_Cord_Blood_5","Pro Eb_Cord_Blood_6","Baso Eb_Cord_Blood_1","Baso Eb_Cord_Blood_2","Baso Eb_Cord_Blood_3","Baso Eb_Cord_Blood_4","Baso Eb_Cord_Blood_5","Baso Eb_Cord_Blood_6","Poly Eb_Cord_Blood_1","Poly Eb_Cord_Blood_2","Poly Eb_Cord_Blood_3","Poly Eb_Cord_Blood_4","Poly Eb_Cord_Blood_5","Poly Eb_Cord_Blood_6","Ortho Eb_Cord_Blood_3","Ortho Eb_Cord_Blood_4","Ortho Eb_Cord_Blood_6","ARG1+ Ortho Eb_Cord_Blood_1","ARG1+ Ortho Eb_Cord_Blood_2","ARG1+ Ortho Eb_Cord_Blood_3","ARG1+ Ortho Eb_Cord_Blood_4","ARG1+ Ortho Eb_Cord_Blood_5","ARG1+ Ortho Eb_Cord_Blood_6","CD4 T cells_Cord_Blood_1","CD4 T cells_Cord_Blood_2","CD4 T cells_Cord_Blood_3","CD4 T cells_Cord_Blood_4","CD4 T cells_Cord_Blood_5","CD4 T cells_Cord_Blood_6","CD8 T cells_Cord_Blood_1","CD8 T cells_Cord_Blood_2","CD8 T cells_Cord_Blood_3","CD8 T cells_Cord_Blood_4","CD8 T cells_Cord_Blood_5","CD8 T cells_Cord_Blood_6","Regulatory T cells_Cord_Blood_1","Regulatory T cells_Cord_Blood_2","Regulatory T cells_Cord_Blood_3","Regulatory T cells_Cord_Blood_4","Regulatory T cells_Cord_Blood_5","Regulatory T cells_Cord_Blood_6","B cells_Cord_Blood_1","B cells_Cord_Blood_2","B cells_Cord_Blood_3","B cells_Cord_Blood_4","B cells_Cord_Blood_5","B cells_Cord_Blood_6","NK cells_Cord_Blood_1","NK cells_Cord_Blood_2","NK cells_Cord_Blood_3","NK cells_Cord_Blood_4","NK cells_Cord_Blood_5","NK cells_Cord_Blood_6","Monocytes_Cord_Blood_1","Monocytes_Cord_Blood_2","Monocytes_Cord_Blood_3","Monocytes_Cord_Blood_4","Monocytes_Cord_Blood_5","Monocytes_Cord_Blood_6","Dendritic cells_Cord_Blood_1","Dendritic cells_Cord_Blood_2","Dendritic cells_Cord_Blood_3","Dendritic cells_Cord_Blood_4","Dendritic cells_Cord_Blood_5","Dendritic cells_Cord_Blood_6","HSPC_Cord_Blood_1","HSPC_Cord_Blood_2","HSPC_Cord_Blood_3","HSPC_Cord_Blood_4","HSPC_Cord_Blood_5","HSPC_Cord_Blood_6","padj"
"GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION",0.524554598099249,0.453367875647668,0.524442008768434,0.511540918447015,0.517098445595855,0.508516839378238,0.517928226401253,0.534181841635672,0.51950813138276,0.516080607252706,0.513732179062208,0.514826493046087,0.517747102796345,0.532593606413139,0.517940414507772,0.522228754538524,0.519286125503742,0.507450419867786,0.539766839378238,0.480699481865285,0.554069516407599,0.541910462932897,0.620621761658031,0.54735201063781,0.58860103626943,0.576594547170124,0.55374470089496,0.553821243523316,0.474287564766839,0.534356317257872,0.538562813216682,0.46741508347726,0.587767515206127,0.544367625944191,0.549645941278066,0.533784259020467,0.538434368440505,0.59815414507772,0.547563137057837,0.552185309356903,0.544591308025801,0.522001049386765,0.550384308497207,0.608142116950407,0.55464374494594,0.541252666869857,0.484858952216465,0.52958225388601,0.546834520725389,0.567789291882556,0.502973296133918,0.68739822353812,0.684607081174439,0.672073417054536,0.6620103626943,0.709326424870466,0.693076453152929,0.491902080048059,0.473469387755102,0.509687839826009,0.508950068311293,0.517357512953368,0.495562351973357,0.68571622508315,0.67949237816325,0.66796917379024,0.680273238563394,0.644929681717247,0.705346077595702,0.72411681582666,0.691968911917098,0.674813597876911,0.723212435233161,0.629274611398964,0.750149986364876,0.575849165227404,0.634008478568064,0.645625183302376,0.614378238341969,0.679620034542314,0.644996761658031,0
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0.500205037266909,0.478805822847274,0.517766042247908,0.523603520476968,0.509873344847438,0.512079015544041,0.505337302137058,0.506385311633307,0.509624368666244,0.509590652932312,0.490374279921475,0.502478183801473,0.500833234452662,0.526512855606609,0.524008044723207,0.511258124119752,0.564018422567645,0.493014114704306,0.520928941524796,0.54119170984456,0.502018566493955,0.518147703689063,0.572746113989637,0.53107432711266,0.7139896373057,0.537256038007582,0.552331606217617,0.497226801695714,0.527525906735751,0.482064567556796,0.532464112800476,0.532757628094416,0.526312232484794,0.590547162744241,0.588506044905009,0.586488640892786,0.611316675848507,0.618199481865285,0.612035936682987,0.597850248907853,0.585048112509252,0.606863645307274,0.609419345716046,0.636121391561806,0.609095809997305,0.569612922889363,0.574093264248705,0.578788860103627,0.600473607512953,0.472020725388601,0.603451574332403,0.637922526523563,0.632491364421416,0.658610696408185,0.636145077720207,0.659585492227979,0.662336810190737,0.53061500337914,0.516749497726552,0.552526706326361,0.52719562807723,0.57167530224525,0.546157775669561,0.609317374482431,0.61378688893895,0.630212678401077,0.613920995527213,0.548556624722428,0.649447865687223,0.594371172868582,0.668696027633851,0.641791987868065,0.625906735751295,0.65880829015544,0.664057812926098,0.672711571675302,0.711964201601507,0.734431518232476,0.70479274611399,0.58860103626943,0.731363341968912,0
"GOBP_RESPONSE_TO_CARBOHYDRATE",0.528139190420228,0.503189051953681,0.529921476442933,0.510044622975934,0.495990463805808,0.546935955786736,0.5089906396416,0.518316075735584,0.510519549307415,0.511392105736445,0.496244214879371,0.513252001916364,0.513065942683568,0.509108864734892,0.521112090206009,0.515366330597434,0.506321340846698,0.528759921079772,0.511099758498978,0.505526657997399,0.554995665366277,0.521374232433218,0.504031209362809,0.535798128819177,0.494148244473342,0.544146790362988,0.560911455254758,0.493457412223667,0.521537711313394,0.513429028708613,0.521307211835682,0.483961855223234,0.53571832419291,0.489660527676375,0.517571521456437,0.491835786029927,0.515656968288333,0.51700666449935,0.49471918902014,0.487247252607155,0.51781401767469,0.491166812068937,0.51840761780191,0.508731190785807,0.515640385757346,0.493564981259084,0.497724317295189,0.528547626788036,0.508302686118336,0.587180320762896,0.50888766629989,0.543017369496563,0.533105765062852,0.535292367371228,0.56825314260945,0.487239921976593,0.552529514312809,0.517837017771998,0.521516148722168,0.534355985808088,0.558151214020923,0.519415546886288,0.540489835811179,0.696816031709076,0.673305252445299,0.68440775915085,0.716483000455692,0.570221066319896,0.736348307449721,0.632551128975056,0.606388166449935,0.623037521012401,0.724772431729519,0.563394018205462,0.663660940387379,0.597149978326831,0.591160302636245,0.615274676742645,0.57521944083225,0.588751625487646,0.567986020806242,0
"GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT",0.617081820952592,0.601233654083395,0.628248306098047,0.609581943360068,0.612636729994243,0.627720207253886,0.613474141422938,0.616457764495947,0.623007664212115,0.616342033789343,0.609274933221768,0.613347082083447,0.621190786958299,0.642682569166096,0.623980774475048,0.618674815551794,0.600172711571675,0.636046096122923,0.634967924993832,0.636658031088083,0.661280224525043,0.630146404822747,0.626528497409326,0.638727131000963,0.482383419689119,0.654044927080402,0.660433349034385,0.627131417804993,0.584002590673575,0.603786369071343,0.618117727002463,0.488773747841105,0.636742509574228,0.539429739684125,0.547176165803109,0.54121163810283,0.54889155433441,0.548607512953368,0.539134450186406,0.558307426597582,0.542064079517817,0.526995474519578,0.557865446575564,0.570170244263508,0.545203510138069,0.5564614446815,0.575417386298215,0.572636010362694,0.550493847150259,0.645077720207254,0.547469111199681,0.567234147545028,0.521502590673575,0.560182664441907,0.565402417962003,0.535103626943005,0.533579202208295,0.549769467597807,0.562641429628846,0.561111111111111,0.574202820096409,0.533246977547496,0.550636556029536,0.758010724709822,0.727461139896373,0.726939264136473,0.751417120588105,0.677350111028868,0.76166856617471,0.635704192180876,0.634499136442142,0.596878554277771,0.733264248704663,0.49740932642487,0.658890100899918,0.578612550374208,0.618487988695243,0.596705445302571,0.6125,0.70552677029361,0.527979274611399,0
"GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",0.500094252577064,0.491474511882675,0.504973597830741,0.483414237425979,0.508987837559266,0.527527829313544,0.49891163076801,0.500979992147746,0.510365980623592,0.497247479733861,0.49277129259383,0.506884093350259,0.498649369532685,0.489151818531872,0.503981544771018,0.501509676643271,0.49248952106095,0.502591005054059,0.489764996907854,0.498237476808905,0.523933209647495,0.495639012602812,0.527050092764378,0.507327564976111,0.44378478664193,0.503468142993474,0.504638218923933,0.510554056333277,0.552643784786642,0.505794205794206,0.497150156634934,0.518078746650175,0.514527708316528,0.459659789436037,0.45586889301175,0.464051914472083,0.451283594313781,0.476345083487941,0.456139105231036,0.448963585434174,0.455696490098822,0.453906671989855,0.450490584325171,0.440869334746886,0.440857078511909,0.476219578740587,0.430632859204288,0.451588589981447,0.44931586270872,0.495794681508967,0.46448408734123,0.52520540683806,0.504978354978355,0.529310399044055,0.541081014223871,0.45621521335807,0.539678038742293,0.498791643139469,0.483866570747037,0.485068370782657,0.496751862210284,0.435332921047207,0.506456923358332,0.64661065696624,0.629867441047565,0.652242754666685,0.648194662480377,0.514603763583355,0.665267027664704,0.576420981615787,0.585034013605442,0.562604642744016,0.578775510204082,0.4860853432282,0.595156722976272,0.521768707482993,0.5165626581211,0.54255609619491,0.540445269016698,0.605936920222634,0.508940166975881,0
"GOBP_NATURAL_KILLER_CELL_CHEMOTAXIS",0.521728408744562,0.572440167776955,0.519151056197688,0.515600823337355,0.464738054116292,0.619624352331606,0.504907172478035,0.508763141487326,0.516382988454678,0.506436135546637,0.510475332282046,0.500415871284429,0.502363907236747,0.540336298758432,0.511371693482411,0.505101236545941,0.500076760698522,0.51139896373057,0.494053787318036,0.496373056994819,0.496167962003454,0.5218952153718,0.484145077720207,0.543839699206749,0.444041450777202,0.545822642321508,0.621149317004239,0.497038389072068,0.515349740932643,0.530530091669988,0.543608256179394,0.495970063327576,0.522888037846362,0.463571383981522,0.46727115716753,0.481855906970201,0.473212156291188,0.51800518134715,0.46805356548666,0.519030783297775,0.51866342391879,0.518797140421066,0.50437131977901,0.510843819393042,0.517751355236755,0.510576043889058,0.47881404720783,0.45678432642487,0.454501295336788,0.425043177892919,0.462917497010761,0.477424130273871,0.487025043177893,0.466962325458857,0.47172366148532,0.458678756476684,0.474842183858633,0.677922955620635,0.627397694829227,0.67555171752063,0.666918000670224,0.584427173287277,0.658561827867819,0.627522230015612,0.548652098821056,0.59645723050448,0.627416854877995,0.497631384159882,0.605648721902445,0.485162505887895,0.466882556131261,0.491204347276633,0.523212435233161,0.409585492227979,0.552795200436324,0.489953943580887,0.499528968440886,0.440258089744843,0.510103626943005,0.488428324697755,0.436674222797927,0
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS",0.521728408744562,0.572440167776955,0.519151056197688,0.515600823337355,0.464738054116292,0.619624352331606,0.504907172478035,0.508763141487326,0.516382988454678,0.506436135546637,0.510475332282046,0.500415871284429,0.502363907236747,0.540336298758432,0.511371693482411,0.505101236545941,0.500076760698522,0.51139896373057,0.494053787318036,0.496373056994819,0.496167962003454,0.5218952153718,0.484145077720207,0.543839699206749,0.444041450777202,0.545822642321508,0.621149317004239,0.497038389072068,0.515349740932643,0.530530091669988,0.543608256179394,0.495970063327576,0.522888037846362,0.463571383981522,0.46727115716753,0.481855906970201,0.473212156291188,0.51800518134715,0.46805356548666,0.519030783297775,0.51866342391879,0.518797140421066,0.50437131977901,0.510843819393042,0.517751355236755,0.510576043889058,0.47881404720783,0.45678432642487,0.454501295336788,0.425043177892919,0.462917497010761,0.477424130273871,0.487025043177893,0.466962325458857,0.47172366148532,0.458678756476684,0.474842183858633,0.677922955620635,0.627397694829227,0.67555171752063,0.666918000670224,0.584427173287277,0.658561827867819,0.627522230015612,0.548652098821056,0.59645723050448,0.627416854877995,0.497631384159882,0.605648721902445,0.485162505887895,0.466882556131261,0.491204347276633,0.523212435233161,0.409585492227979,0.552795200436324,0.489953943580887,0.499528968440886,0.440258089744843,0.510103626943005,0.488428324697755,0.436674222797927,0
"GOBP_DEPHOSPHORYLATION",0.516788118921615,0.521835677276092,0.481187724192906,0.529604656114699,0.543926309729419,0.582448186528497,0.513108927037607,0.515849332444693,0.517941966298375,0.519442437503871,0.514816721912915,0.516309312789746,0.512062123429445,0.513882099912015,0.53162326152168,0.515593141498585,0.567933218192286,0.530900482401286,0.52767086109055,0.499352331606218,0.533560017271157,0.52654798040406,0.516891191709845,0.562799761566326,0.576165803108808,0.535943319704018,0.532783796514366,0.50754239284032,0.574481865284974,0.493782383419689,0.504297969931198,0.526482440990213,0.508875872944357,0.635528122854111,0.657556131260794,0.640569244836237,0.658969030467437,0.643167098445596,0.653548509768503,0.64601645839683,0.703563497938035,0.659992129599265,0.680623983678251,0.661361954108068,0.684264278654647,0.634334044498629,0.663097294185377,0.676522020725389,0.705084196891192,0.52167530224525,0.691909127142288,0.621922033061929,0.658290155440414,0.623298498287521,0.646086355785838,0.5639896373057,0.642446319885965,0.706924983104303,0.736248281696098,0.704999040491268,0.704717345912922,0.677086931491077,0.715043819203492,0.652770550037333,0.690996470676579,0.668202989094854,0.654598999158585,0.591561806069578,0.67769530614004,0.663424399434762,0.612521588946459,0.663667382787818,0.655336787564767,0.424870466321243,0.719048268339242,0.60846286701209,0.655746585021196,0.681435135399355,0.757059585492228,0.597582037996546,0.685152202072539,0
"GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",0.51229115291901,0.562792992844806,0.530181347150259,0.507420682802186,0.538629821531376,0.467487046632124,0.499445317458118,0.508425601444757,0.509034361544342,0.508256242240512,0.511231615872301,0.516466116716662,0.506708723911983,0.531029426141363,0.511668257431143,0.509621671210575,0.470466321243523,0.518072181525817,0.521428571428571,0.489896373056995,0.570617443868739,0.518693792266098,0.521658031088083,0.540212756201568,0.55440414507772,0.527497558310848,0.560339142722562,0.520260244936411,0.491515544041451,0.534077321642088,0.513717828930604,0.504029936672424,0.493917548997522,0.512800424495911,0.510103626943005,0.526490516493564,0.518666796839587,0.478432642487047,0.52684046475937,0.541302448440516,0.542286137252829,0.51249754049977,0.523936207819491,0.522094744633605,0.519758004133098,0.510073148430357,0.475935521013241,0.529387953367876,0.50642810880829,0.56321243523316,0.463084894380231,0.490655070318283,0.497322970639033,0.492596820936155,0.521112262521589,0.525259067357513,0.513706812679594,0.52895847413081,0.522713334038279,0.510497025522932,0.531786662542211,0.505296488198043,0.526248399487836,0.690021947190986,0.639460839528422,0.652213763304091,0.6510185554227,0.573945225758697,0.668873607692529,0.587235044747998,0.629922279792746,0.572159737141413,0.687150259067357,0.433160621761658,0.636323970548132,0.443926309729419,0.448422044276967,0.479597223580018,0.504015544041451,0.504317789291883,0.46416774611399,2.37151510003798e-322
"GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",0.51229115291901,0.562792992844806,0.530181347150259,0.507420682802186,0.538629821531376,0.467487046632124,0.499445317458118,0.508425601444757,0.509034361544342,0.508256242240512,0.511231615872301,0.516466116716662,0.506708723911983,0.531029426141363,0.511668257431143,0.509621671210575,0.470466321243523,0.518072181525817,0.521428571428571,0.489896373056995,0.570617443868739,0.518693792266098,0.521658031088083,0.540212756201568,0.55440414507772,0.527497558310848,0.560339142722562,0.520260244936411,0.491515544041451,0.534077321642088,0.513717828930604,0.504029936672424,0.493917548997522,0.512800424495911,0.510103626943005,0.526490516493564,0.518666796839587,0.478432642487047,0.52684046475937,0.541302448440516,0.542286137252829,0.51249754049977,0.523936207819491,0.522094744633605,0.519758004133098,0.510073148430357,0.475935521013241,0.529387953367876,0.50642810880829,0.56321243523316,0.463084894380231,0.490655070318283,0.497322970639033,0.492596820936155,0.521112262521589,0.525259067357513,0.513706812679594,0.52895847413081,0.522713334038279,0.510497025522932,0.531786662542211,0.505296488198043,0.526248399487836,0.690021947190986,0.639460839528422,0.652213763304091,0.6510185554227,0.573945225758697,0.668873607692529,0.587235044747998,0.629922279792746,0.572159737141413,0.687150259067357,0.433160621761658,0.636323970548132,0.443926309729419,0.448422044276967,0.479597223580018,0.504015544041451,0.504317789291883,0.46416774611399,2.37151510003798e-322
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",0.542058257096023,0.536265003191073,0.571610296318467,0.549085277378012,0.587044242686266,0.568633808906182,0.548494900062765,0.55742483850077,0.555568640214937,0.551927057996167,0.548431361491757,0.549353482604046,0.5493168934521,0.554568517566829,0.559779393360184,0.558643382895981,0.517637828057197,0.57557732158564,0.575211537273794,0.473627323821876,0.564940913676322,0.57738926173706,0.684133160397752,0.582264920476415,0.792477302204929,0.60929266308364,0.660260189443069,0.58496443029517,0.550745784695201,0.538079084771692,0.608896259913674,0.500984772061296,0.632737457471005,0.567500872491262,0.573713791612624,0.556664769070354,0.567808553561443,0.580036748811068,0.563128003494976,0.569368361265821,0.550111614036016,0.562182928631237,0.570904009796312,0.56250386016923,0.569967687036579,0.585564965285725,0.577076427919489,0.563621379161262,0.576628701902291,0.605418648220205,0.562752336293192,0.716303296069833,0.74985588701542,0.721918119398829,0.688629485516645,0.801015996541288,0.726669272028047,0.558605738203099,0.539691362926494,0.582267164123339,0.566869500315113,0.579742518134217,0.561482640290116,0.655042601434459,0.65932317023503,0.656886753727558,0.643745311708995,0.573528503489593,0.667743917885966,0.749439924537201,0.679744920017294,0.739531597650607,0.784089926502378,0.608517077388673,0.761462670944547,0.656434644761493,0.669201745077232,0.666625879972918,0.693849978383052,0.690157083153192,0.664288802421098,0
"GOBP_ENDOTHELIAL_CELL_DEVELOPMENT",0.504289157961819,0.533481371823341,0.523644878437625,0.484644048548513,0.492084052964882,0.517551813471503,0.496927211770247,0.491972136821964,0.496187495507975,0.502858292956966,0.497695748720754,0.513415257703845,0.501351369167688,0.505533287711409,0.497944505044996,0.501684906903725,0.488562655920169,0.531793818116848,0.511947939797681,0.47940414507772,0.507955526770294,0.505155087461705,0.488290155440414,0.521147232793801,0.389637305699482,0.506005727623367,0.549552520018841,0.498304286387188,0.493458549222798,0.530051813471503,0.501707296356069,0.46027633851468,0.487790042802433,0.472849428803296,0.483488773747841,0.469580099875741,0.470844984972001,0.505375647668394,0.465754215362049,0.466382200548613,0.449265094638892,0.466380271528825,0.47242977911099,0.503737971872687,0.461670011081494,0.512526668698568,0.508865860679332,0.533128238341969,0.50444057642487,0.506649395509499,0.4824631327222,0.487015790772267,0.455375647668394,0.472740844823044,0.5186597582038,0.479015544041451,0.481215919632554,0.472680033040475,0.495717457967643,0.495148084180899,0.506824684865826,0.497783534830167,0.479210922624774,0.647211349186596,0.61751896072689,0.65976693290436,0.646142774899252,0.458549222797927,0.676211774395909,0.572067828544512,0.575302245250432,0.592404903323645,0.733575129533679,0.527979274611399,0.649822743386965,0.480972941853771,0.453344324069713,0.507019258969596,0.473963730569948,0.417789291882556,0.458500647668394,0
"GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_BARRIER",0.504289157961819,0.533481371823341,0.523644878437625,0.484644048548513,0.492084052964882,0.517551813471503,0.496927211770247,0.491972136821964,0.496187495507975,0.502858292956966,0.497695748720754,0.513415257703845,0.501351369167688,0.505533287711409,0.497944505044996,0.501684906903725,0.488562655920169,0.531793818116848,0.511947939797681,0.47940414507772,0.507955526770294,0.505155087461705,0.488290155440414,0.521147232793801,0.389637305699482,0.506005727623367,0.549552520018841,0.498304286387188,0.493458549222798,0.530051813471503,0.501707296356069,0.46027633851468,0.487790042802433,0.472849428803296,0.483488773747841,0.469580099875741,0.470844984972001,0.505375647668394,0.465754215362049,0.466382200548613,0.449265094638892,0.466380271528825,0.47242977911099,0.503737971872687,0.461670011081494,0.512526668698568,0.508865860679332,0.533128238341969,0.50444057642487,0.506649395509499,0.4824631327222,0.487015790772267,0.455375647668394,0.472740844823044,0.5186597582038,0.479015544041451,0.481215919632554,0.472680033040475,0.495717457967643,0.495148084180899,0.506824684865826,0.497783534830167,0.479210922624774,0.647211349186596,0.61751896072689,0.65976693290436,0.646142774899252,0.458549222797927,0.676211774395909,0.572067828544512,0.575302245250432,0.592404903323645,0.733575129533679,0.527979274611399,0.649822743386965,0.480972941853771,0.453344324069713,0.507019258969596,0.473963730569948,0.417789291882556,0.458500647668394,0
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY",0.551234379762268,0.572316802368616,0.56311279394181,0.52789055291362,0.482210708117444,0.555602331606218,0.525052545747456,0.522094898200503,0.541515462368261,0.535738024954217,0.531136356322209,0.539114057812926,0.527437408535379,0.53153778472969,0.544808426506681,0.524433734317057,0.547188639416619,0.516919778452743,0.531569207994078,0.581088082901554,0.539896373056995,0.562058138385735,0.546528497409326,0.560571323765418,0.658549222797927,0.592345511430416,0.578473857748469,0.532954545454545,0.517875647668394,0.532861697887605,0.55596704323452,0.534427173287277,0.524419914395134,0.650886447343779,0.622953367875648,0.622701802921248,0.639128585276048,0.652040155440414,0.640984252235857,0.689757187849233,0.663318177011737,0.706152029907523,0.695741801250391,0.71239822353812,0.704875857318279,0.685492227979275,0.698445595854922,0.701424870466321,0.633545174870466,0.601036269430052,0.723555201275409,0.558863804589193,0.602115716753022,0.574286467023799,0.590134715025907,0.427720207253886,0.59639115777089,0.677645115266201,0.681526911282648,0.675436576472846,0.680669192895626,0.693868739205527,0.676269960791598,0.661617304341924,0.625290981452279,0.674936869867754,0.66839378238342,0.543449296817172,0.686762184785419,0.693688177107866,0.696027633851468,0.689245545305194,0.80020725388601,0.521761658031088,0.759530951731661,0.754001151410478,0.679180405087141,0.675598787760289,0.640997409326425,0.732987910189983,0.717600388601036,0
"GOBP_PHAGOCYTOSIS_ENGULFMENT",0.524705088647029,0.507359307359307,0.543249607535322,0.500920019315323,0.509441352298495,0.546011131725417,0.511976880480646,0.517794594261696,0.522539287410482,0.509112767060568,0.51170905403381,0.51724563030954,0.511624108352571,0.513907655686631,0.520117664290597,0.513004131600498,0.513983371126228,0.5243618450515,0.511988691580528,0.510667903525046,0.551940321583179,0.520393502954811,0.450463821892393,0.535738092501683,0.375510204081633,0.527826349825437,0.481835048068814,0.527588969472086,0.541141001855288,0.542571714000285,0.523185011709602,0.582601525458668,0.534758409292571,0.527529785188993,0.520142238713667,0.530817082077586,0.511610154890293,0.542416512059369,0.530551455659113,0.53919749718069,0.53831358146227,0.516011836265001,0.510196848542713,0.560270341902995,0.527264147908244,0.52423878642366,0.577901463615749,0.552423469387755,0.507357374768089,0.575633889919604,0.542840017125731,0.483351002738758,0.47360853432282,0.513782585453288,0.498933828076685,0.461966604823748,0.47991671460168,0.642729692667581,0.633675362538336,0.624292814769005,0.61943990622029,0.549804164089878,0.640905646393117,0.660516401876352,0.692086795192385,0.661977321286243,0.643786372357801,0.536655181553141,0.697204037050882,0.638944172710406,0.600340136054422,0.615331010452962,0.568682745825603,0.467903525046382,0.61742993848257,0.530179344465059,0.528942486085343,0.555879161269997,0.536363636363636,0.62547928262214,0.526449443413729,0
"GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY",0.569281974153298,0.570202270723104,0.560424456908832,0.568479277650939,0.569749871399177,0.592086226851852,0.565853519438078,0.567387765099124,0.571286736373827,0.569717410121419,0.564270258224063,0.568074782224659,0.567684772877203,0.552842199510832,0.568485014619883,0.571395945899141,0.557623885459534,0.581168183269476,0.576230434303351,0.60228587962963,0.593056761188272,0.5824337407912,0.536689814814815,0.572110066371681,0.580150462962963,0.589763785350846,0.585200968013468,0.580946180555556,0.555447048611111,0.569689280626781,0.570639799635701,0.510609567901235,0.573721819645733,0.531345869589469,0.50907600308642,0.530313861655773,0.526206982765066,0.542082609953704,0.518969801223242,0.530713280682643,0.52712821239607,0.520036700070324,0.537699218467981,0.538421792328042,0.52693815564119,0.573614515250545,0.57127700617284,0.538764105902778,0.540289984809028,0.562451774691358,0.554816595441595,0.51353408840388,0.480046778549383,0.50474733207784,0.544679783950617,0.543113425925926,0.49945793910723,0.523168276972625,0.51234764739229,0.521901434613626,0.537969153077207,0.516380529835391,0.514832894674444,0.69733164523694,0.68305488459474,0.68478406204038,0.68542754827477,0.585482804232804,0.706986590333402,0.590475063131313,0.582971643518518,0.575986619241192,0.697337962962963,0.475405092592593,0.650006091617934,0.558529449588477,0.54709859006734,0.54073855695318,0.519314236111111,0.592496141975309,0.508336950231482,0
"GOBP_APOPTOTIC_CELL_CLEARANCE",0.533723088858718,0.49987663459166,0.5048525308888,0.497423521896515,0.495308002302821,0.5702396373057,0.513911000104234,0.519648270376024,0.521422550947736,0.502317008796789,0.503636597689312,0.511702345241342,0.514451739640602,0.519405611496725,0.508051540769021,0.517283862881656,0.515851084244867,0.506700017866714,0.513027387120651,0.502072538860104,0.515047495682211,0.513472349677401,0.518134715025907,0.539291118345637,0.344559585492228,0.530174311774736,0.476165803108808,0.533019312293924,0.57059585492228,0.506755679553607,0.530255669752824,0.565687967760507,0.578238341968912,0.462347836943629,0.49360103626943,0.464246360162239,0.464148285552898,0.530602331606218,0.463738039780251,0.461446713400386,0.465559902717564,0.443651210074113,0.459428940803361,0.483123612139156,0.457426098415646,0.468454739408717,0.475302245250432,0.464604922279793,0.448000323834197,0.532901554404145,0.457361498605022,0.481846780162842,0.457642487046632,0.458145253359094,0.473651122625216,0.431735751295337,0.455994750774939,0.442488548471878,0.430083536005076,0.456898867779697,0.457747531771196,0.378727691421992,0.453187424120796,0.63239133877865,0.630870316137268,0.62504255438544,0.626907577166644,0.536787564766839,0.649761045080593,0.511210551106924,0.519170984455959,0.484885631239732,0.499481865284974,0.352331606217617,0.527815653122443,0.479332181922855,0.487823834196891,0.482969987291035,0.45,0.587392055267703,0.445628238341969,0
"GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",0.503621401457427,0.524228966197878,0.52324631327222,0.520086592377032,0.530310880829016,0.503886010362694,0.503482598880344,0.505099649560338,0.515064456481258,0.5073237766919,0.489775689505358,0.508172552495228,0.502214927026065,0.534314204712093,0.51359421870739,0.507812722080808,0.463308386106314,0.509165624441665,0.514304219096965,0.550777202072539,0.529339378238342,0.509131312560884,0.401450777202073,0.520243935989729,0.69119170984456,0.525247893525799,0.538813000471032,0.486887658973151,0.43309585492228,0.470067756078119,0.519782553299924,0.479274611398964,0.486303221446272,0.532107185217554,0.545405872193437,0.53954469791105,0.541138013514739,0.48714378238342,0.550414575679585,0.533034643909377,0.511462408797716,0.546317308322949,0.542821359674373,0.563841598815692,0.551289346790859,0.52816214568729,0.510362694300518,0.551424870466321,0.537447376943005,0.54119170984456,0.549262654444002,0.494991364421416,0.488255613126079,0.491815227891455,0.523226252158895,0.541321243523316,0.50382605154196,0.504301269054592,0.498667653589933,0.505625919529201,0.516530044080118,0.539550949913644,0.508058620209244,0.690037785370048,0.63548847337989,0.663335889713997,0.683583543687171,0.498741672834937,0.679855956633753,0.559420631182289,0.558678756476684,0.536332617212183,0.626528497409326,0.274870466321244,0.597313880556313,0.51776050662061,0.529698539802167,0.577221624792257,0.487046632124352,0.53126079447323,0.491887953367876,0
