"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.08883169858329e-30,1.5106696504572,0.35,0.119,7.24824599408401e-28,"10","CD6"
4.35912840447876e-29,1.47634182198807,0.387,0.146,1.51261755635413e-26,"10","FYN"
5.77722779873231e-29,1.60608887516719,0.383,0.145,2.00469804616011e-26,"10","JUN"
2.11149497815681e-28,1.58473848661623,0.372,0.142,7.32688757420413e-26,"10","SELL"
3.19440368324314e-28,2.76054785825167,0.292,0.101,1.10845807808537e-25,"10","KLRB1"
2.84995028716516e-26,1.05792863887418,0.442,0.18,9.88932749646312e-24,"10","CD247"
3.51653868703883e-24,1.17960700129192,0.354,0.135,1.22023892440247e-21,"10","CD37"
1.02310358407971e-22,1.55145517217147,0.266,0.092,3.55016943675658e-20,"10","CD2"
1.85552048020916e-22,1.49669072307519,0.266,0.092,6.43865606632578e-20,"10","CASP5"
2.9280478284587e-22,0.977854179316211,0.485,0.228,1.01603259647517e-19,"10","NAMPT"
4.61265286553318e-21,1.60619482714028,0.252,0.088,1.60059054434001e-18,"10","TXK"
9.79835752106896e-19,1.27127813429714,0.307,0.126,3.40003005981093e-16,"10","CBLB"
9.5729211078057e-18,1.00439514610042,0.372,0.17,3.32180362440858e-15,"10","LAMP1"
6.71339388352831e-15,1.20290253553454,0.266,0.114,2.32954767758432e-12,"10","RPN2"
1.00248733866949e-14,1.26003651578049,0.252,0.107,3.47863106518311e-12,"10","GAPDH"
1.27556433884942e-14,0.70042631207293,0.442,0.229,4.42620825580747e-12,"10","ITGB2"
9.40579051829502e-14,0.853130843032379,0.354,0.174,3.26380930984837e-11,"10","RUNX3"
7.10829948289458e-07,0.818928637228038,0.252,0.148,0.000246657992056442,"10","EGR1"
9.16734365644502e-06,0.345933504641549,0.252,0.147,0.00318106824878642,"10","PASK"
0,9.70786581231604,0.412,0.001,0,"12","KIT"
0,6.87339476233182,0.257,0.003,0,"12","TYMS"
2.70454732058168e-203,4.46226171750889,0.662,0.056,9.38477920241842e-201,"12","PDIA6"
1.4217752733248e-196,4.27670977658612,0.853,0.104,4.93356019843704e-194,"12","GAPDH"
3.55745187432277e-166,4.01460225484517,0.485,0.035,1.23443580039e-163,"12","IL18"
1.39667204534562e-164,4.18294984275694,0.787,0.103,4.84645199734929e-162,"12","CD63"
1.64029570453766e-141,3.8528334398495,0.463,0.038,5.6918260947457e-139,"12","LIPA"
9.17646284334151e-137,3.67295491064391,0.478,0.041,3.1842326066395e-134,"12","HLA-DMA"
1.72618153013458e-135,3.41109679793874,0.765,0.112,5.98984990956699e-133,"12","RPN2"
9.57656179269131e-123,3.4735832957944,0.713,0.108,3.32306694206389e-120,"12","ITGA4"
8.08144322732e-109,2.99899619702546,0.706,0.112,2.80426079988004e-106,"12","LYN"
6.76714251199938e-97,3.42242130118436,0.456,0.052,2.34819845166378e-94,"12","CCND2"
2.06046255896134e-95,3.20354336402415,0.463,0.054,7.14980507959585e-93,"12","ITGAE"
5.43438217029281e-94,2.44180608678913,0.669,0.109,1.88573061309161e-91,"12","HLA-DRA"
1.00091144357419e-88,2.40508377030814,0.838,0.205,3.47316270920245e-86,"12","CD74"
1.34251509243008e-88,2.94452202069698,0.61,0.1,4.65852737073239e-86,"12","BAX"
2.52337746366085e-80,2.91472815458797,0.559,0.092,8.75611979890316e-78,"12","CASP5"
1.43049416788089e-74,2.61838735581952,0.419,0.054,4.9638147625467e-72,"12","HLA-DPA1"
5.14576417016802e-72,2.5028188753375,0.728,0.169,1.7855801670483e-69,"12","LAMP1"
