TF,target,importance
PRDM1,FLT3,0.6668126180737197
EGR1,ANXA5,0.6666333308647849
EGR1,LAMP1,0.6659465586638805
FOXP1,NINJ2,0.6654482373271906
LEF1,CSF2,0.6651398106287746
STAT5A,CD63,0.6648511227618884
STAT4,CD247,0.6647410262146635
JUN,IGHG1-secreted,0.6646798719651064
TBX21,STAT4,0.6643757242592053
FOXP3,PSEN1,0.66383788046258
TBX21,GZMA,0.6632599136609194
JUNB,CPA3,0.6618320184347581
EGR1,ZAP70,0.6614209577742518
BAX,CXCL3,0.6612469398546372
MYC,CD1C,0.6606080160669527
JUN,C1QB,0.6604486502527127
EGR1,CD3E,0.6602539553115543
BAX,KLRG1,0.6596173292693548
LEF1,LYN,0.6582477635153794
EGR1,FAM65B,0.6576671187253511
IRF8,LAP3,0.6575903218282971
JUN,BTLA,0.6561716644879324
MYC,BACH2,0.6555675252806927
IRF4,IL18R1,0.6554183523875019
FOXO1,BIRC3,0.6544282898123547
RUNX3,LEF1,0.6538861823596932
RUNX3,HLA-DRA,0.6535283834083049
TCF4,TNFSF13B,0.6528023350033366
EGR1,ICOS,0.6523744397688426
EGR1,RNASE6,0.6494978984361012
RORA,STAT3,0.6485372799791498
RORA,PIK3IP1,0.6479032762414352
FOXO1,BIN2,0.647755522008316
MYC,CD72,0.647711358710501
JUNB,ANXA5,0.6473136981882223
LEF1,ANXA5,0.6462909582827213
BCL11B,S100A10,0.6454614324402971
TCF4,CXCR5,0.6453331276777169
LEF1,IFNG,0.6451844923793034
EGR1,LCK,0.6449202551447912
POU2AF1,PIK3AP1,0.6447321088349874
LEF1,CD300A,0.6437165384407268
RORA,CD69,0.6426753965097896
MYC,NINJ2,0.6425787026680441
EGR1,SELPLG,0.6424389432245924
RUNX3,CD4,0.6423194921333423
MYC,IL1R2,0.6422623405684458
XBP1,CD28,0.6421134816749429
JUN,VEGFA,0.6421065677317593
BAX,TNFSF13,0.6420702437717485
STAT4,IFITM2,0.6416990311370303
STAT3,BCL11B,0.640998298277306
JUNB,CCL3,0.6409295651057527
FOXP1,FCN1,0.6408104874282777
LEF1,IL2RB,0.639884441278578
STAT3,CD5,0.6391394522722404
JUN,KCNE3,0.6389696856947794
XBP1,TBX21,0.6383212866789163
JUN,FCN1,0.6366936912872923
TBX21,KLRC1,0.636107174354263
FOXP1,TREM1,0.6352511814559969
BAX,CD2,0.6347780433338237
FOXP1,FOXO1,0.6347590580934994
IKZF1,FYN,0.6345760472619876
IKZF1,CCR7,0.6342295953523994
JUN,TCF4,0.633989317231454
IRF4,ICAM1,0.6338167953671242
STAT5A,IL18R1,0.633215651494774
TBX21,CCL3,0.6328810702734166
LEF1,PIK3AP1,0.632731834529831
LEF1,POU2AF1,0.6318889614670535
ZBTB16,FCER1A,0.6316947702920376
STAT1,CD28,0.6314552898480561
JUN,CXCL3,0.6314160254204457
RUNX3,CD37,0.631267795976414
MYC,CD34,0.6312485945731748
JUNB,PIK3AP1,0.6309109872879175
RORA,SNCA,0.6300917360571585
LEF1,GZMH,0.6293160031566438
FOSB,TOP2A,0.6285074413426337
STAT3,XBP1,0.6285011358027647
FOSB,APOBEC3G,0.6284445949635852
JUN,EGR3,0.6262683178493476
TBX21,ITGAM,0.6252706829109141
STAT3,RORA,0.6246987928039216
RORA,ALAS2,0.6239321400098699
BAX,IL32,0.6238680225809425
JUN,CBLB,0.6229570898356954
FOXP1,CD72,0.6227776694773822
JUN,KLRK1,0.6226039180368029
FOXO1,CD48,0.6225381810629274
EGR1,CD44,0.6224708509888576
XBP1,IRF4,0.62241067095432
FOSB,GNLY,0.6221246633521502
BCL6,TREM1,0.6220428622052189
IKZF1,KLRC4,0.6219084020442494
JUNB,IL18R1,0.6216163430869817
ZBTB16,IL18R1,0.6209252140869965
FOXP1,LGALS1,0.6207962352201271
JUN,HLA-DMA,0.6182000394434294
TCF4,PDIA6,0.6181763988693091
BAX,LTA,0.6180557597213192
BAX,ICAM1,0.6173678829965441
RUNX3,FAM65B,0.6172558273456831
RORA,HLA-A,0.617017199819152
FOXP1,PSEN1,0.6167519369346546
RUNX3,CD8B,0.6164037168172152
BCL11B,CCL3,0.6163879716270414
FOXP1,GAPDH,0.6161438901413996
EGR1,ICAM1,0.6152759132841006
BCL11B,C10orf54,0.614864925838311
RUNX3,CXCR5,0.6146673363448237
LEF1,IGKC,0.6144985262007863
STAT3,CCR7,0.6140333564129348
JUN,ITGAM,0.613863356230464
RUNX3,STAT5A,0.6136539412839175
STAT3,STAT5A,0.6134915544705611
IRF4,RGS1,0.6128354644518212
JUNB,STAT4,0.6127586910266275
EGR1,CD4,0.6124211754181246
FOXP1,S100A9,0.6121151696826537
MYC,CSF3,0.6118805104678207
BCL11B,EGR1,0.6116924776827876
FOSB,IGKC,0.6114065348757532
STAT3,MGST1,0.6113466305938664
STAT3,TNFSF10,0.6112054918374732
BCL11B,CD36,0.6110955116878618
RUNX3,IGHD-membrane,0.610928442537116
LEF1,NKG7,0.6108205964683622
ZBTB16,STAT5A,0.6105714673998826
RUNX3,CD1C,0.6098239994549497
FOSB,PAX5,0.608747363381676
MYC,POU2AF1,0.6087379237519306
IKZF1,KLRK1,0.6084899782912201
IRF4,KLRC4,0.6082949319924188
JUNB,CD160,0.6082669986682688
BCL11B,HLA-DRA,0.6081506661594855
EGR1,FYN,0.6080251694403375
JUN,CD8B,0.6079004569173787
IRF8,THBS1,0.6073918568569411
FOXO1,CXCL3,0.6071198346572609
JUN,IL18R1,0.6069139125069514
MYC,CXCL16,0.606834829519518
JUNB,LAIR2,0.6053780475091026
JUNB,TNFSF10,0.6049611264186989
IRF4,PRDM1,0.6049499046456415
FOXP1,HLA-DMA,0.6049255539541701
PRDM1,IFNGR1,0.6044981808156087
JUN,JCHAIN,0.6044224311429487
LEF1,PRF1,0.6042529573705284
MYC,IKZF1,0.6035256518215218
STAT4,AQP9,0.6027411082859839
RORA,PRDM1,0.6024016992265618
FOXO1,FYB,0.6008670774918798
IKZF1,S100A9,0.6006565362030207
BCL6,STAT3,0.5998919364525039
PAX5,CXCR4,0.5996811975497047
FOSB,PIK3AP1,0.5984623451820135
FOXP1,CD36,0.598278556368629
JUN,QPCT,0.5973497747769819
FOXP1,IL1R2,0.5972183080516844
JUN,TARP-refseq,0.5971799654535473
XBP1,BTG1,0.5971162850552206
IRF8,AURKB,0.596955165727335
FOXP1,S100A12,0.5966850613236385
IKZF1,LY86,0.596407142463647
BCL11B,TSPAN32,0.595756552963777
IKZF1,TNFSF8,0.5957047351480119
FOXO1,CCR7,0.5949966296747026
RUNX3,JUNB,0.594678787291311
STAT4,DUSP2,0.59434938351705
FOSL1,FCN1,0.5936223114618574
BAX,ITGB2,0.5931007246088551
LEF1,KIAA0101,0.5930243933573061
IRF4,PSEN1,0.5925747371157797
IRF8,CD37,0.5922608036976645
FOSL1,CLEC4E,0.591846850611109
FOXO1,CXCL5,0.591592639174714
EGR1,CXCL8,0.590489266234784
IRF8,ZBTB16,0.5899117306551389
MYC,RNASE6,0.5896011955968911
FOSL1,LGALS1,0.5889030784554273
EGR1,CD5,0.5881166962129019
RORA,CHI3L2,0.5875316801039197
IRF8,ITGAE,0.5866891124079013
BCL6,RNASE6,0.5865411107182084
EGR1,CD74,0.5860108001437504
ZBTB16,GZMK,0.5859123197594605
BCL11B,IER3,0.5854998772122053
BAX,IGHG1-secreted,0.5852719355204881
EGR3,CD22,0.584618322875505
XBP1,RGS1,0.5845376551081778
FOSB,TGFB1,0.583756687537175
FOXO1,JUN,0.5834624927802576
MYC,CNOT2,0.5833356534128584
STAT3,HLA-A,0.5832041403546747
RORA,CD38,0.5828112441921761
BCL11B,FOXP3,0.5826669992128699
JUNB,EGR3,0.5820185140038524
STAT3,STAT6,0.5815940630389905
LEF1,CD74,0.5814265919682329
IKZF1,IFITM2,0.5814206182647798
MYC,LY86,0.5812518491077778
LEF1,PRDM1,0.5811421826597499
IKZF1,PRF1,0.5804213076082846
FOXP1,CD48,0.5801343408377103
BCL6,CXCL5,0.5801330717109249
JUN,GZMK,0.5797917086733294
JUN,IL2RB,0.5796072512105692
JUNB,CD74,0.5795595729123143
LEF1,IRF8,0.5793844960039464
RORA,TSPAN32,0.5791305607818029
LEF1,CD1C,0.5784820653984895
BCL11B,ITGB2,0.578156152393697
FOXP1,CLEC10A,0.5776830668813807
BAX,RNASE6,0.5776346911297309
EGR1,CD28,0.5772726022342608
BAX,CD3G,0.5752424392484802
BCL11B,XBP1,0.5749494861711358
EGR1,STAT4,0.5743993105885288
XBP1,STAT4,0.5740321417362778
LEF1,PDIA4,0.5738926253060326
STAT1,LGALS9,0.5738809313932927
IKZF1,ICOS,0.5733891453275827
STAT3,IL4R,0.5729689405153292
FOXP1,IGLC3,0.5729682097356322
FOSL1,S100A12,0.5725254527780463
BAX,LCK,0.5724885240329078
STAT3,NT5E,0.5704428987167492
FOSB,FOXP3,0.5701615429465081
XBP1,BIN2,0.569834051892579
STAT5A,LAP3,0.5697059377360912
STAT5A,RPN2,0.569508943693162
FOXP1,IGHG1-secreted,0.5687936918744357
TBX21,VNN2,0.5685763668528125
STAT3,LAP3,0.5682287060238843
BAX,CTSW,0.5675671458707787
FOXO1,LCK,0.5672363343927216
EGR1,BCL11B,0.5665026747012429
IRF8,CD1C,0.5664766193606028
FOXO1,ITGA4,0.5659041131571254
IKZF1,PIK3IP1,0.5656369713194885
EGR1,BPI,0.5656315694238321
FOXP1,STAT4,0.5653259129506367
PRDM1,GZMB,0.5640372088232715
JUN,STAT1,0.5636412083869273
IRF4,PIK3AP1,0.563578220577112
JUNB,FCER1G,0.5628661246049113
BCL11B,ADGRE1,0.5625512402986784
MYC,IFITM2,0.562155374538965
IKZF1,IFNGR1,0.56192439774268
MYC,QPCT,0.5617971432165333
JUNB,IGKC,0.5603779828709053
FOXP1,CD22,0.5600825600017475
PAX5,GAB2,0.5594120150559995
XBP1,SLC7A7,0.5593314481800707
JUN,DUSP4,0.5591028036432909
JUN,IRF8,0.5586070643513065
XBP1,LAT2,0.558371310686465
JUNB,HLA-DRA,0.558343633711738
IKZF1,FOSB,0.5577183421919842
FOXP1,THBS1,0.5576895352945896
XBP1,LAP3,0.5574363558039528
FOXP1,CXCL1,0.5573347754552326
XBP1,KLRC3,0.5569763027829038
STAT3,PASK,0.5564277265956001
EGR1,GNAI2,0.5563899792626029
FOSL1,MGST1,0.5561405660127096
MYC,CD27,0.5557875207418318
STAT3,CBLB,0.5556700697909074
IKZF1,C10orf54,0.5551260469142475
STAT3,IGBP1,0.5540587636178778
RORA,CTLA4,0.5538981867585653
XBP1,TNFSF10,0.5533231843459264
IRF4,IGHM-secreted,0.5529318316032918
XBP1,PTPRC,0.5528206675729501
STAT4,ARL4C,0.5521622772238766
PRDM1,PIK3AP1,0.5515858494521948
BAX,PRF1,0.5514838788734927
JUNB,CXCL16,0.5513967711255454
JUNB,NKG7,0.5507063308732016
BCL11B,CCL20,0.5499802107202575
JUN,FCER1G,0.5495483085973939
POU2AF1,BLNK,0.5494756892171562
IKZF1,CASP5,0.5480656862131401
RORA,TRDC,0.5479255379884495
IKZF1,FYB,0.547845670214649
ZBTB16,DUSP2,0.5478455891305778
FOSL1,CXCL16,0.5478371367499765
RUNX3,IGHG1-secreted,0.5478043453007753
LEF1,CST7,0.547647872748836
STAT1,RNASE6,0.5475238221973735
IKZF1,CD48,0.547397777943535
IKZF1,CD247,0.5471577998266227
BCL11B,PRDM1,0.5469023746170202
JUNB,PRF1,0.5465592053315671
MYC,FOXP3,0.5465215725627869
JUNB,CSF2,0.5461789750306612
RUNX3,LY86,0.546036857541157
JUN,PASK,0.5457182717856056
STAT3,FYN,0.5442164647184873
FOSL1,CXCL3,0.5441262615229965
EGR1,IL1RN,0.5440040886270777
JUN,TRDC,0.5439474708712664
MYC,FTH1,0.5436632930741349
STAT3,LEF1,0.5434608791888832
JUN,RNASE2,0.5429402321286715
IRF4,IL6,0.5420288313419532
IKZF1,CD9,0.541993887830944
JUNB,LGALS1,0.5419190463838542
BCL11B,FCN1,0.5407110890474944
FOXP1,PRDM1,0.5401966848204214
EGR1,CD1C,0.5400868116082894
TBX21,PRF1,0.5387995876951793
RORA,CXCL5,0.5387012152606581
ARG1,CXCL5,0.5384182504471108
FOSL1,PRDM1,0.5383467005504127
STAT3,TRAT1,0.5382678248451914
JUNB,CD24,0.5380055654335613
FOXO1,GNAI2,0.5374827750864959
RORA,ZBTB16,0.5374364581208839
MYC,CD6,0.5367421293761128
JUNB,HLA-DMA,0.5360094950724245
XBP1,IL15,0.5353163698302666
EGR1,GZMK,0.535217193435063
ZBTB16,RNASE2,0.534582899381996
FOXO1,TSPAN32,0.532694267814118
EGR1,BACH2,0.5325993823055696
STAT4,CD27,0.5321709910602997
ARG1,TSPAN32,0.5312085579392744
BCL11B,TREM1,0.5310455607484172
IKZF1,KLRF1,0.5309168340795871
RUNX3,BCL11B,0.5308670363102641
FOXO1,TIAF1,0.5306785558799554
IRF8,CD163,0.5302730689067469
FOSB,TCF4,0.5297517909318934
RORA,CBLB,0.5296710676424974
ZBTB16,AURKB,0.5295377922118695
LEF1,KLRC3,0.5293737014662692
XBP1,FTH1,0.5289657687448904
FOXO1,TRBC2,0.52781179816731
FOSB,IL12RB2,0.5278070996787416
BAX,IL6,0.5276309754156209
FOXP1,ADGRE1,0.5271961629714236
FOXP1,CD27,0.5268048215656622
RUNX3,MCM2,0.5264054850080383
JUN,CXCL8,0.5263346491264508
RUNX3,TNFSF13,0.5257967730364177
BAX,BACH2,0.5255254649314416
FOSL1,CXCL1,0.5248056678809545
FOSB,LAIR2,0.5239524790135188
BCL11B,MCM2,0.5236917520265159
IRF8,KLRF1,0.5236205098160114
FOXP1,CD247,0.5234848029544121
STAT1,LTA,0.5234555873186553
BAX,CD163,0.5231032347549517
BCL11B,HLA-DPA1,0.5229458650590063
MYC,CD7,0.5228794265002729
JUNB,TGFB1,0.522837993071026
EGR1,RUNX3,0.522566538425722
MYC,SELPLG,0.5222245545577839
STAT4,CBLB,0.5209778617476368
TCF4,HLA-DQB1,0.520557097888264
BCL11B,CXCL16,0.5201765631477612
LEF1,MS4A1,0.5199459612196202
MYC,PIK3AP1,0.5198510969695527
IKZF1,IFITM3,0.5197735787145832
XBP1,LIPA,0.5197142515722503
RORA,AURKB,0.518926554711585
STAT5A,XBP1,0.518721845199231
STAT4,PTPRC,0.518545259211413
IRF4,BLNK,0.5177836964275071
FOXO1,SELPLG,0.5170685033208704
JUN,TGFB1,0.5168449838808845
RORA,IL23R,0.5163139760238835
KLRG1,MCM2,0.5157208186376191
JUNB,ZBTB16,0.5149459329456282
LEF1,TARP-refseq,0.5145319863318312
IRF4,EGR3,0.5128098714023301
STAT3,CD69,0.5127567314627482
JUN,LAIR2,0.5127533472931219
BCL11B,CD63,0.5124124594481265
FOXO1,ZAP70,0.5120143261282482
BCL11B,TCF4,0.5109739572040298
RUNX3,CD38,0.5109123838072221
EGR1,THBS1,0.5105638462861366
EGR1,HLA-DMA,0.5102587139377806
LEF1,TLR8,0.5100020461541076
JUN,PDIA4,0.5097139062951179
STAT4,TGFB1,0.509416075800206
IRF8,TIAF1,0.5093756349457877
BCL11B,CXCL3,0.5093068223967826
ZBTB16,KIR2DL1,0.5090675935762164
RUNX3,TRBC2,0.5090658613350293
BCL11B,IL1R2,0.5086099380943527
FOSL1,HLA-DQB1,0.5085050123747001
FOXP1,TCF4,0.5084455935385934
BCL11B,TNFSF13,0.5074288295513365
RUNX3,CD5,0.506788244504231
RUNX3,CD48,0.5065412337937003
RUNX3,GIMAP2,0.5065252740271541
RORA,LCK,0.5062891498282621
IRF4,FOSL1,0.5059500849662615
MYC,IL32,0.505757854441047
BCL11B,CD7,0.5053146478274386
FOXP1,F13A1,0.504996359689638
STAT5A,EGR3,0.5043254495946043
JUNB,FAS,0.5036525339139466
JUNB,VSIG4,0.5035247745722835
FOXP1,CD7,0.5032469784561933
BCL11B,THBS1,0.5026661948260249
EGR1,PDIA4,0.5018838658416078
JUN,BCL2A1,0.5018388430262303
EGR1,ADA,0.5014217930049338
RUNX3,MCM4,0.5010718162101042
BCL11B,GIMAP5,0.5008219439846673
BAX,ZBTB16,0.5008195179266941
BCL11B,VPS28,0.5004641340981553
BAX,KLRB1,0.4996469363704435
RUNX3,IL7R,0.49941300839446073
IRF8,ANXA5,0.4984832912485631
JUN,VPS28,0.4970501014428565
LEF1,ICAM1,0.4964311663633235
STAT3,IL7R,0.4948551418046265
FOXO1,RUNX3,0.49483007327614936
XBP1,HLA-DQB1,0.4947758200223049
EGR1,CD6,0.49435790271871777
FOXP1,LTA,0.49357126613207675
IKZF1,CBLB,0.4933043377083785
FOXP3,CXCL5,0.4932300452642048
LEF1,IL18RAP,0.492957479124793
TBX21,ZBTB16,0.4919736625973883
RORA,IL7R,0.49147675801006685
STAT4,TCL1A,0.4912270322755643
EGR1,IKZF2,0.49103065256443673
JUNB,GZMA,0.4905375703688086
RUNX3,RNASE2,0.49053604495357994
BAX,CD37,0.4903483106585802
IKZF1,HMMR,0.4902486146109479
BCL6,GZMK,0.49000169807877986
RUNX3,CTSG,0.48824495403552404
BAX,CD244,0.48778431850068626
RUNX3,BCL2A1,0.48770915694071315
LEF1,ADGRE1,0.4875154400000001
FOXO1,IL4R,0.4873355169347016
FOXP1,RNASE6,0.4869283822130835
JUN,SLC7A7,0.486792600431884
FOXO1,CD247,0.4865688829055764
ZBTB16,TNF,0.48520254461825946
LEF1,MGST1,0.4843841721301653
BAX,GZMB,0.48351044817089217
FOXO1,BTLA,0.48339035909407124
IRF4,TCL1A,0.48333775082775954
IRF8,ITGB2,0.48178910140848324
STAT4,ALAS2,0.4817348195842426
MYC,CTSD,0.48044340097551164
BAX,CD33,0.48026613946618296
EGR3,LGALS9,0.48021089446727966
IKZF1,CD163,0.48013138516171117
IKZF1,PRDM1,0.47963399923040995
BAX,ITGAX,0.479569497227889
JUN,CXCL16,0.47950506648321
PRDM1,BTG1,0.4794264999667508
JUNB,S100A9,0.47892110453161846
RUNX3,LAMP3,0.4786531344460061
EGR1,AQP9,0.47865035400204436
STAT3,JUN,0.47857256091519856
JUNB,IGHM-membrane,0.47827688552789105
EGR1,ATF6B,0.47826435268907114
FOXO1,KLRG1,0.47776010547326325
IRF4,CD37,0.4776483477191633
BAX,CHI3L2,0.47655199984907515
BAX,LGALS1,0.47581876825368064
STAT4,IFNG,0.475018821396891
JUNB,CD244,0.47473965763179915
IRF4,CD22,0.4747243449102463
FOXO1,BCL2,0.47470803039509657
XBP1,PCNA,0.47424045091846073
STAT4,CCL4,0.4741864230367857
BCL11B,ARG1,0.4740528075327161
IKZF1,JUNB,0.4731308306426328
RUNX3,CD79A,0.47312409011038203
FOSL1,CXCL2,0.4728748483333978
LEF1,PDIA6,0.47281099591150083
FOXO1,VPS28,0.47209834331251166
STAT3,LAT,0.47175791894495944
JUN,VSIG4,0.4709930325964472
PRDM1,CD244,0.4709846327403295
MYC,TBX21,0.47083710822093167
EGR3,EGR1,0.4708173332809482
BCL11B,FUT4,0.4703599624213486
STAT4,CNOT2,0.4701494002330496
RUNX3,IL6,0.4699584082393738
IRF8,EGR3,0.4697742331631781
IKZF1,IL7R,0.4687953194396819
IRF4,VPS28,0.46839794997463413
JUNB,TRDC,0.4682644177748634
RUNX3,IL1R2,0.46824209172670284
FOSB,IGLC3,0.46788355768110806
FOXO1,FCER1A,0.46782990126087276
BCL11B,IL1B,0.4673272379999117
PRDM1,IRF8,0.4670531648407079
MYC,VEGFA,0.46622031816969484
RORA,IKZF2,0.4659045118613157
XBP1,GZMK,0.46540695200599297
JUNB,HAVCR2,0.46524940879059345
JUNB,CLEC4E,0.4649190541117136
PRDM1,ITGB2,0.46411740054207223
FOXO1,NAMPT,0.46409947585012384
FOXO1,THBD,0.4637647575394881
IRF4,PDIA6,0.46345787649045134
EGR1,LAT2,0.4631765293923104
BCL11B,MCM4,0.46245487095266524
STAT5A,IL15RA,0.4623198962280139
FOXO1,TNFSF10,0.4622049701178447
ZBTB16,STAT1,0.4620029428553809
STAT1,PDIA6,0.4617699325024907
KLRG1,TIAF1,0.46171714440650086
ZBTB16,YBX3,0.46155571872695406
FOXP1,CCL4,0.4597214092001571
RUNX3,FCN1,0.4590016848371639
FOXP1,CXCR2,0.45849256413354833
BCL11B,BCL2A1,0.457843725038143
BCL6,SNCA,0.45784293475221666
JUN,CD163,0.4575422500862767
JUN,AQP9,0.4572513351547011
BCL11B,GNLY,0.4569213815376625
RORA,C10orf54,0.45678239388702596
BCL11B,IFNG,0.45631306279932354
TCF4,CD37,0.45613818120758926
STAT5A,ITGA4,0.45581864951684165
ARG1,NINJ2,0.4550938789213164
BAX,LAIR2,0.45505347532762036
STAT3,CD52,0.454787079812799
STAT4,CXCL1,0.453239106181603
FOSL1,TIAF1,0.4532190417756504
BCL11B,LAMP3,0.45271190060336863
RUNX3,HLA-DMA,0.45260220731283
JUNB,CXCL8,0.45233334692968896
JUNB,CD4,0.4518890876579018
BAX,IL2RB,0.45146367654258335
EGR3,IL1RN,0.4513047109261908
JUN,IL1RN,0.45088393863688986
TCF4,IGHD-membrane,0.45000711354568695
STAT3,LAMP1,0.44803454427997286
JUNB,TNFRSF25,0.44799633186306176
TCF4,IGHM-secreted,0.44771710270871
FOSB,CD22,0.4476437525114981
JUN,CD24,0.447503644178562
BCL11B,CD8A,0.44727641725191236
PRDM1,IFITM3,0.4471072882560683
JUN,KLRF1,0.44587081122219807
STAT3,SELL,0.4457501409880919
RORA,MYC,0.44510881330019736
IRF4,MCM4,0.44487324877336054
IRF8,DUSP1,0.44467738848400806
BCL11B,HMMR,0.4444902289780035
JUNB,LGALS9,0.4443932966822233
BAX,FCGR3A,0.44422312867314845
BCL11B,CLEC10A,0.44290701954660167
BACH2,DPP4,0.44287840992315597
EGR1,TNFSF14,0.44279654323793216
IRF4,GZMH,0.4426510761023158
ARG1,SLC25A37,0.4422158339163863
MYC,TNFSF10,0.4416557410358005
JUNB,IL6,0.4416193789215882
EGR1,CD160,0.4416104360100596
RUNX3,CD86,0.4415088170771376
EGR1,IGBP1,0.4408415031950129
LEF1,CTSW,0.4404268139731524
ZBTB16,HLA-A,0.44039568051381134
BCL11B,NAMPT,0.44036698697956506
RUNX3,TOP2A,0.44031115835981327
FOXO1,NINJ2,0.4403097386502516
BAX,APOBEC3G,0.4401518120288288
JUNB,TLR8,0.43997439475885025
BCL11B,SLC7A7,0.439321242194245
FOXO1,GIMAP2,0.4392278835536355
MYC,TCF4,0.4389162538312253
EGR1,MCM2,0.43885381390218736
RORA,FOSB,0.4387749579322449
BCL11B,DUSP1,0.4387511270930484
XBP1,CD200,0.43824016848676844
IRF4,SNCA,0.4381904059496956
BCL11B,CSF3,0.43785458347854866
EGR3,STAT5A,0.4371843035413367
FOSB,GIMAP5,0.43670591790141017
EGR1,FOXO1,0.43621930788697666
XBP1,ITGAE,0.4359741146517907
BAX,ARG1,0.43560867077547316
JUNB,KLRB1,0.43542956608760985
RUNX3,CD9,0.43535337558385245
LEF1,IGLC3,0.4351598806303548
EGR1,CCL2,0.4346438214145799
FOXP1,TOP2A,0.43361131181119045
IRF8,SELPLG,0.4335327825880979
XBP1,HLA-DMA,0.43245334863631424
IKZF1,GZMH,0.43241082358148314
BAX,TCF4,0.43168043620152735
ZBTB16,MGST1,0.4314653229409596
IRF4,CXCR3,0.4306287915233651
STAT4,DUSP1,0.4303950293920927
IRF4,FUT4,0.43026244377825607
JUN,KIAA0101,0.42943135210676864
FOXP1,GIMAP5,0.4292224985786513
LEF1,CTSD,0.4289345937707232
IKZF1,PSEN1,0.4285582786058158
XBP1,ADA,0.4282966715861152
STAT1,CD72,0.4279779904500324
FOSB,IGHD-membrane,0.4279142398494956
STAT3,TNFRSF25,0.42787117743767844
BCL11B,PDIA6,0.4277600273126833
STAT4,BAX,0.4273760190730923
RORA,TYMS,0.4268774801831643
EGR1,IL7R,0.4267718603646058
XBP1,CCL2,0.42665088735852524
IKZF1,TLR2,0.4265089021841943
LEF1,GZMA,0.4262211704466788
BAX,EGR3,0.4256419140394997
JUN,S100A9,0.425508706665378
STAT4,IRF8,0.4252468932297024
FOSL1,S100A10,0.42501006583195833
ZBTB16,STAT4,0.4240954199237108
RORA,IL18RAP,0.4237570502494687
LEF1,STAT6,0.42374901066774645
FOSB,CD79A,0.42332345885249933
JUN,HLA-DQB1,0.4230246119075736
IRF8,GNAI2,0.42301009833891073
BAX,AQP9,0.4218220915323859
FOXO1,MYC,0.42157740015908024
FOSL1,BCL2A1,0.4213544565639338
ARG1,TOP2A,0.4211724001641839
IKZF1,S100A12,0.4206323070702672
JUN,DPP4,0.41993343607209677
IRF8,S100A10,0.4194942292850924
IRF4,ALAS2,0.41906696804640176
XBP1,FCER1A,0.41886080835230094
EGR1,ITGAX,0.41857551149941485
IKZF1,BAX,0.41831571117084476
XBP1,FCER1G,0.41808366188191776
FOSL1,CD34,0.4179874437453732
BAX,FOSL1,0.4171164958076805
FOSL1,IL6,0.4168359638979957
FOXO1,BPI,0.41651960754801076
FOXO1,CHI3L2,0.41640011090796936
STAT4,CD160,0.4160629304024443
FOXP1,PCNA,0.4158489825223711
XBP1,KIAA0101,0.4154833804756472
IRF4,FOXP1,0.41515910077914453
IRF4,SLC25A37,0.4150480459329003
STAT4,TNF,0.41410855853116213
FOSB,IGHM-secreted,0.4141078275380485
PAX5,BIRC3,0.41389891628949266
STAT3,ADA,0.41312072110648007
IRF4,ITGAE,0.41229531187724205
JUN,TRAT1,0.41094629517191866
LEF1,RNASE6,0.4108878576357911
JUNB,LYN,0.41072428267075756
FOXO1,CD37,0.4104603968245982
RORA,TNFSF8,0.41031099080830324
JUNB,CLEC10A,0.4098347590360757
MYC,S100A12,0.4091247133512498
ZBTB16,CTSD,0.40845069183431465
EGR1,CCND2,0.40827896455234103
EGR1,TRAC,0.40822932796474914
FOXP1,CD86,0.40789050691245915
JUNB,IKZF2,0.40776687257314603
MYC,TXK,0.4074982637574967
FOXO1,IL32,0.40580766674385316
BCL11B,BIRC3,0.40487756988762164
ZBTB16,CCL4,0.40470050840762906
IKZF1,RPN2,0.40422639148004635
MYC,ATF6B,0.4039258000988437
EGR1,CD2,0.403612009450942
RUNX3,KCNE3,0.4032942969247004
STAT3,KLRG1,0.4031741307866368
PRDM1,CTSD,0.40274612937289755
RORA,CXCL3,0.4020327180191171
JUN,CTSG,0.4018992928566831
FOXP1,IGKC,0.40188904347846627
BAX,CTLA4,0.4016853090974614
JUN,NKG7,0.4013626927377491
STAT1,KIT,0.4008473938819208
IKZF1,STAT3,0.4006982328899825
EGR1,TRBC2,0.40001314186424125
PRDM1,LYN,0.3998482538801697
PRDM1,HLA-A,0.39872169467370716
STAT3,ITGAE,0.39848915786646255
EGR1,CD72,0.3981527276359312
STAT1,TCF4,0.3981065589647156
JUN,CLEC4E,0.39799575183146285
FOXP1,EGR1,0.3976150266467068
JUNB,TCF4,0.3968169500969211
PRDM1,LIPA,0.39649162363851
FOXO1,CD3G,0.39630345354580976
RUNX3,CD2,0.39616931831981184
FOXP1,ARG1,0.39567554500669083
RORA,FYB,0.3953357641636842
FOSL1,ANXA5,0.39490124251632525
BCL11B,QPCT,0.3941773198188011
BAX,BPI,0.39415360159392654
JUN,F13A1,0.3936567771411622
STAT5A,FOSL1,0.3927129750964021
IRF8,IL7R,0.39239584722287846
BCL11B,CLEC4E,0.392376258547938
STAT5A,TRIB2,0.3923256956719908
IKZF1,CSF3,0.3920836597889736
STAT3,CD44,0.39190940641092437
STAT5A,HLA-DMA,0.3915131383698752
IRF8,FAS,0.39150107471445944
STAT3,APOBEC3G,0.391121818111602
BCL11B,IL18,0.3909682090398188
MYC,S100A9,0.39077676223062574
