TF,target,importance
IRF4,CD5,0.013838608213725378
STAT4,C1QB,0.013838001767424496
PAX5,SELPLG,0.013836308277786133
BACH2,BIN2,0.013814416303061988
TBX21,PDIA6,0.013762582343926818
STAT3,ITGAM,0.013758528961635557
POU2AF1,LEF1,0.013758218222791692
ARG1,TRAT1,0.013695103932828624
PRDM1,BIRC3,0.013692417143611758
JUN,MGST1,0.013691342191550817
STAT5A,S100A12,0.013686716307851473
MYC,LYN,0.013684153517683767
RORA,FTH1,0.013682620317099976
IRF4,FAS,0.01367700897866176
POU2AF1,ICAM1,0.013666610876887883
EGR3,TNFSF8,0.013649628866861673
PAX5,RUNX3,0.013648254400564257
TCF4,EGR3,0.013648082642113389
STAT4,STAT1,0.01360686524461393
RORA,ENTPD1,0.01359888039580132
XBP1,TMEM97,0.013589897335720443
FOXP3,TRIB2,0.013573839501429302
ARG1,IL7R,0.013540057099406888
TCF7,ARL4C,0.013503623171699257
STAT1,HLA-DPA1,0.01349427485221969
TCF4,GNAI2,0.013492400203090688
TBX21,ITGAE,0.013476518878991586
POU2AF1,RGS1,0.013429803637944639
BCL6,TCF7,0.013414837245385275
STAT1,CASP5,0.013393478527135046
TCF4,NINJ2,0.01337534119861503
ARG1,CCL5,0.013370487721436551
PRDM1,PTTG2,0.013365337901629049
IRF4,CD3D,0.013329928494476643
XBP1,IL12RB2,0.013279085171922925
EGR3,SNCA,0.01325246115315338
TCF4,LAIR2,0.013245325866851634
BCL6,CXCR2,0.013237249245520829
FOSL1,PCNA,0.01323612271532475
POU2AF1,NKG7,0.013232330811228848
STAT3,FCGR3A,0.013197575331102884
STAT4,IGHD-membrane,0.013182790260459445
POU2AF1,KLRK1,0.013181225693747477
KLRG1,GZMB,0.01316900773213478
PRDM1,JCHAIN,0.013152017181319012
KLRG1,CNOT2,0.013128128761150064
BCL6,LYN,0.0130527737209544
IKZF1,CXCR2,0.01301364897881322
KLRG1,CASP5,0.01299728598452295
RORA,PDIA6,0.012995018869462032
STAT4,MGST1,0.012980953085800648
ARG1,HLA-DMA,0.012967130294331178
FOSL1,MYC,0.012952252552271667
BACH2,CD72,0.012915909527544853
IRF8,TIGIT,0.012911280550408449
ARG1,TIGIT,0.01288768512650289
TBX21,IL7R,0.012815652352197423
ZBTB16,TRIB2,0.012814149094338484
FOXO1,PAX5,0.012762027767026313
STAT1,IGHD-membrane,0.012714274400402334
PAX5,F13A1,0.012669800804341097
XBP1,CXCR2,0.012653996435092098
KLRG1,FOXO1,0.012653993799527037
STAT3,IL2RB,0.012651057207769363
STAT5A,IL6,0.012601628601898172
PAX5,CST7,0.012590513622504459
RORA,CCL2,0.012588520704521624
PAX5,BCL11B,0.012559613994424939
IKZF1,FLT3,0.012531081482189696
STAT5A,KLRF1,0.012524217833910646
FOXO1,ADGRE1,0.012467384323091552
RUNX3,BLNK,0.012461972094380235
BACH2,DOCK8,0.012438251205149962
ARG1,CTLA4,0.012422177747687713
BCL11B,CD74,0.012418947450019478
STAT1,TXK,0.012389276635876243
STAT3,CCL3,0.01237482939438264
IRF4,IFITM3,0.01236734264405123
TBX21,IKZF1,0.012358621007036623
JUN,ATF6B,0.012340011622968248
ZBTB16,CCL2,0.012337415153794579
ATF6B,HLA-DQB1,0.01231949059686418
KLRG1,BIN2,0.012267035746148732
TCF7,LAMP1,0.01224698656886192
KLRG1,IL18,0.012192445944473732
STAT4,VEGFA,0.012137644472609036
IRF4,CD34,0.012125251544603168
KLRG1,BCL6,0.012118564503583146
POU2AF1,ITGAE,0.012104219868636244
ARG1,THBD,0.012072881869242795
XBP1,MS4A1,0.012068407825867085
POU2AF1,YBX3,0.012067035035987491
STAT3,CLEC4D,0.012066679763608597
BCL6,POU2AF1,0.012061231838474963
IRF8,CCND2,0.012040411569817494
PAX5,ADA,0.012029504265496897
ZBTB16,VNN2,0.012025944785574196
TCF7,CCR7,0.012024098531402353
EGR3,CD5,0.012006277578251087
IRF4,BTLA,0.012004174637491106
STAT5A,PIK3IP1,0.011978563988901448
ARG1,RNASE6,0.01197266752112284
IKZF2,EGR1,0.011970731440235824
EGR1,CD37,0.011960860151568572
PRDM1,CD247,0.011938361499456701
ARG1,FTH1,0.011936917195689106
BCL6,BAX,0.011931861236710063
ATF6B,BCL2,0.011929340820146172
TCF4,TBX21,0.011856258235114978
TCF7,CXCR4,0.011828385447922217
STAT5A,CXCL3,0.011794396156997778
EGR3,CXCL8,0.011774331152255867
ZBTB16,MYC,0.011772965211224935
STAT3,IGHG1-secreted,0.011763436664652543
ARG1,STAT1,0.01173718850227738
POU2AF1,ITGAM,0.011724345038936853
STAT1,PIK3AP1,0.01170660827195154
EBF1,DOCK8,0.011696545270184827
KLRG1,ITGAE,0.011629943387007034
STAT4,FAM65B,0.011589377956838122
STAT1,CXCL1,0.01157465468584772
ARG1,CCND2,0.011572841927853983
ARG1,C1QB,0.011561062799542679
STAT6,TRAT1,0.011548387294799197
IRF4,S100A10,0.011539941087876806
IRF4,CD3G,0.011526608731099952
ATF6B,IL4R,0.011464147770108306
BCL6,CLEC4E,0.011458015673808044
POU2AF1,CST7,0.01142709180812381
STAT1,S100A9,0.011419518093674419
BACH2,S100A9,0.01141782829332172
IKZF1,VNN2,0.011385609098823165
TBX21,TRAC,0.011377316440387503
POU2AF1,IL18,0.011365798322084586
STAT5A,JUNB,0.011352868098369743
BCL6,PCNA,0.01133803797145006
TCF7,IL32,0.01132574874653035
PAX5,RPN2,0.011315639349249
FOXO1,ENTPD1,0.01130842693875753
BACH2,JUNB,0.01130533272096336
ARG1,LAT,0.011289695847100184
RUNX3,CD200,0.011267108217805426
JUNB,CCR1,0.011233517954267533
STAT4,ENTPD1,0.011224056748622167
ARG1,TNFSF8,0.011202106141944312
TCF4,GZMA,0.011190161837879057
EGR3,LAT,0.011187566659070928
PAX5,KLRB1,0.0111504531334283
EGR3,TNFSF13B,0.011130765898499166
PAX5,CD5,0.01111432639938718
PRDM1,PASK,0.011112108638738906
STAT4,S100A10,0.011097497513011657
ZBTB16,JUN,0.011088672266618605
MYC,ADGRE1,0.011087129721990652
ATF6B,LYN,0.011079253178258103
IKZF1,IKZF2,0.01107299242031785
TCF4,C10orf54,0.011062385338748235
IRF4,FAM65B,0.011052406105794334
BCL6,PASK,0.011046110635874443
ZBTB16,IL1B,0.011038239872591228
RORA,IGHM-membrane,0.011025671764136569
IRF4,FYN,0.011015321068880769
STAT5A,FYB,0.011005901135314565
EGR3,LYN,0.010988075815297224
TCF7,IL7R,0.010950239951101054
STAT3,DUSP1,0.010944730950172534
POU2AF1,CCR7,0.010941306827638567
TBX21,FOXP1,0.010937854107575765
PRDM1,LAP3,0.010930358080956238
KLRG1,TRAC,0.010920112510520781
PAX5,STAT3,0.010917715987409801
TCF4,CXCL2,0.010894217074145465
ARG1,ADGRE1,0.0108787478725599
STAT1,ITGB2,0.010875201783727183
BACH2,FCGR3A,0.010867947913279528
ZBTB16,IRF4,0.010839348460974792
PAX5,PIK3IP1,0.010832857682811918
ZBTB16,TREM1,0.010832005329196523
BACH2,EGR1,0.010830785189203778
TCF4,CD247,0.010821020491564465
ZBTB16,TOP2A,0.010799107964601404
PRDM1,KLRK1,0.010795812348859417
FOXO1,C1QB,0.010790881055371168
ZBTB16,CLEC4D,0.010772639658342529
STAT3,LYN,0.010764241474437431
ATF6B,FCER1G,0.010762845511130062
BAX,IL1B,0.010751304944100632
EGR3,TRAT1,0.010725272362376415
PRDM1,CD38,0.01067649248184393
STAT4,ANXA5,0.010665839794585654
TCF7,LYN,0.010645569599022417
EGR3,BTG1,0.010639078401378167
FOXO1,CLEC4D,0.010624452352568186
PAX5,TBX21,0.01060991969034522
TBX21,LEF1,0.010598747915270976
IKZF1,CD8A,0.010587662772926491
POU2AF1,NINJ2,0.010549806029580435
STAT3,UBE2C,0.010543072549233224
STAT1,CBLB,0.010531326448632689
TCF7,KLRK1,0.010525597428248285
PRDM1,TNFSF13,0.010516545155387642
POU2AF1,IL32,0.010494340327721795
STAT1,GZMA,0.010492758584352321
BAX,IFNG,0.010442976248134323
STAT1,CXCR5,0.01044254768467259
PRDM1,PCNA,0.010439104041826946
TBX21,CXCL8,0.010430113374038106
KLRG1,TRIB2,0.01042526869434946
PRDM1,CD3G,0.010418061015403724
TCF7,CNOT2,0.010395698276148566
STAT4,IGHG1-secreted,0.010376132491015546
PAX5,KLRF1,0.010375679560428931
BACH2,ARG1,0.010368695308253711
ZBTB16,CHI3L2,0.010350509520180223
STAT4,IGLC3,0.010345588385602057
EBF1,CD37,0.010324693670388763
EGR3,PRDM1,0.010324409503909879
KLRG1,CCL5,0.010296870373656812
EGR3,BCL2,0.010292585394222611
PAX5,ITGAX,0.010287223911918138
IRF4,TARP-refseq,0.010283147397058559
TBX21,THBS1,0.010277546886723766
TCF7,PTPRC,0.010274543549347514
TCF4,TNF,0.010255297608858018
RORA,CD24,0.010254756756133816
FOSL1,SNCA,0.01023310010012612
POU2AF1,CCND2,0.010208985810777827
KLRG1,HLA-DMA,0.010205819098414391
ARG1,PRF1,0.01014979436011483
RUNX3,NT5E,0.010148018902637248
ZBTB16,JUNB,0.010134382810443949
EGR1,IL3RA,0.010113670384130502
TCF4,PIK3IP1,0.010095898129415162
STAT3,FTH1,0.010091989528497438
BACH2,LTA,0.010074310962323085
STAT1,CXCR4,0.010071013164086762
POU2AF1,BCL2A1,0.010036565816757399
STAT5A,DUSP2,0.010004283832832117
TCF4,CD14,0.009994008265303394
TCF7,CD3E,0.009987887780475288
BCL6,IL1R2,0.009980997559195223
TBX21,CXCL2,0.009968365193746661
STAT1,RPN2,0.009958021907004155
JUN,CCL20,0.009943034749064484
POU2AF1,ITGAX,0.009940802371915747
PAX5,IFITM3,0.00993806293671695
ARG1,GNLY,0.009902743882203306
ZBTB16,BCL2A1,0.009855901292412579
FOXP3,ICOS,0.009849056525954223
STAT5A,BCL11B,0.009799005665060494
STAT5A,CD247,0.009787990195442412
PAX5,TNFSF13B,0.009728607335550863
IKZF2,LCK,0.009716129612601201
IRF4,TRBC2,0.009712008714454436
BCL6,ITGAE,0.009695651751209906
PRDM1,ADA,0.009680483072817436
IRF4,IL7R,0.009640881368269833
POU2AF1,S100A10,0.009638496681155687
BCL6,CD3E,0.009606744314998014
STAT5A,CHI3L2,0.009590799033401199
STAT1,CCR7,0.009581993420592768
STAT1,BTG1,0.009576168378576664
STAT1,IER3,0.009572281107595566
JUN,EBF1,0.009562060013954144
BCL11B,JCHAIN,0.009556576522868608
PAX5,DUSP1,0.009546322899236426
ARG1,PCNA,0.009535877930023263
ATF6B,BAX,0.009529530951973864
TBX21,CD3D,0.009520143227910928
ARG1,LAIR2,0.009507963272095712
PAX5,PRF1,0.009507228219674356
EBF1,HLA-DPA1,0.009505566526877408
ZBTB16,PDIA4,0.009502816425202915
TCF7,CCND2,0.009491681261409002
BACH2,S100A12,0.00949115564271755
BACH2,CCL5,0.009488787961263892
BACH2,CLEC4E,0.009481785823716816
PAX5,CLEC4E,0.009462729853782386
TCF7,JUN,0.009458165099553974
STAT1,FCGR3A,0.009354070606041388
TCF7,TXK,0.009348547132185773
STAT4,CD24,0.009340558164141073
EBF1,CD69,0.009308501453209618
BACH2,LIPA,0.009307733072816566
PAX5,PTPRC,0.009303057898068717
KLRG1,CXCL2,0.009298484359658528
RORA,TRBC2,0.009297134479224877
STAT4,CD79A,0.009270726651705398
TBX21,RORA,0.009268334537944
BACH2,S100A10,0.009262856248150004
FOXO1,IER3,0.00926030185080086
IKZF1,PIK3AP1,0.00925456149044006
BACH2,CD27,0.009229870040975101
BCL11B,CTSG,0.009214950671719695
BACH2,CBLB,0.009171337136004445
EGR3,IL23R,0.009168497235526837
TCF4,NCR3,0.009166799268794221
BACH2,PRF1,0.009166730733771814
BACH2,CD63,0.009159627453320968
IRF4,CTLA4,0.009111947377928042
IKZF1,CD72,0.009108556060233352
BCL6,TRAT1,0.009096690168756912
FOSL1,STAT4,0.0090768938938573
XBP1,APOBEC3G,0.009068389034459933
ARG1,TRIB2,0.009065878465665143
POU2AF1,FYB,0.009053664756367664
PRDM1,TRAT1,0.0090485978860008
PRDM1,TNFSF10,0.00902087499787171
STAT3,CXCL16,0.009012596837935885
PRDM1,CHI3L2,0.009012532765939092
STAT3,CD160,0.009005672794504494
STAT1,CD44,0.008978962955801346
POU2AF1,FCER1G,0.00897509861804027
ARG1,NCR3,0.00895009927385281
STAT3,CSF2,0.008921129575169074
STAT4,FOSL1,0.008918848557068586
STAT5A,CD8B,0.008910170182261468
TCF4,CLEC4E,0.008906029729832912
STAT4,HLA-DPA1,0.00890593135087531
PAX5,CCR7,0.008904499129846248
RORA,CD79A,0.00889408932130783
ARG1,CD44,0.008880783706908122
STAT1,ADA,0.00887710696946655
ZBTB16,PASK,0.008861123761011286
TCF7,TSPAN32,0.008852883936053126
PAX5,APOBEC3G,0.008845883849401019
STAT6,FTH1,0.008833028792046838
TBX21,FAS,0.008816157143266896
STAT1,IRF8,0.008814915196241812
ZBTB16,PAX5,0.00879875470018222
IRF4,CXCL1,0.008793398367239705
STAT3,JCHAIN,0.008775565319445537
PRDM1,PDIA4,0.008774085996250399
KLRG1,ALAS2,0.008769812230605852
FOXO1,ZBTB16,0.008769492408037417
EGR1,GNLY,0.008759748940506108
PAX5,IGBP1,0.008739920279539688
STAT3,RNASE2,0.008737255613286891
TCF7,BAX,0.008733238555391983
KLRG1,GZMK,0.0087166863384996
ZBTB16,SLC7A7,0.008686557707093813
PAX5,JUNB,0.008615470285619408
ARG1,IGKC,0.008613203826251121
STAT5A,IL1RN,0.00860272942561262
POU2AF1,CXCL2,0.00859638293908316
IKZF2,BIRC3,0.008568666027628593
FOSL1,GZMK,0.008549469465361847
STAT1,CXCL2,0.008496398246149025
FOXO1,IGLC3,0.008490598819224544
KLRG1,IL32,0.00848253520623992
TBX21,IL12RB2,0.00846540902962668
ZBTB16,FAM65B,0.008427610595743257
ATF6B,CBLB,0.008406714243552884
BCL6,LIPA,0.008395288270574244
STAT3,FOSL1,0.008395135684044198
ZBTB16,CD44,0.008383967209530276
POU2AF1,VPS28,0.0083746035803378
KLRG1,CD3E,0.008372669108407813
STAT5A,S100A9,0.008349625135602348
MYC,BLNK,0.008322344889783338
ARG1,TRAC,0.008305226145177522
ARG1,GAPDH,0.008280734305139393
STAT5A,TRDC,0.008280396077323542
TCF4,IL1RN,0.00825149524752032
ARG1,TGFBI,0.008246761515583387
PAX5,CNOT2,0.00824504161590782
IKZF1,RNASE2,0.008242145473924913
TCF4,GIMAP2,0.008240496500206066
ARG1,IL15,0.0082361108039736
STAT1,CNOT2,0.008194219400069716
STAT5A,YBX3,0.008191779288185274
PRDM1,CD3D,0.008163531025466804
FOXO1,AURKB,0.008130940972449851
KLRG1,IGHM-membrane,0.008119298845652233
FOSL1,STAT3,0.008098079748827468
STAT1,BCL11B,0.008063326300642758
STAT3,IKZF2,0.008054715592016835
EGR3,S100A12,0.008049282111464709
ARG1,FCGR3A,0.008048605537249313
STAT3,TMEM97,0.008039805053081201
STAT5A,C1QB,0.008039732494788787
TCF7,AQP9,0.008039393408219032
IRF8,MCM4,0.008028938199415369
ARG1,IL18R1,0.008027058669442637
PRDM1,IL23R,0.008025022451211063
EGR3,FAM65B,0.008012117471485242
FOSL1,CD37,0.007972645071865542
ATF6B,CD6,0.007933329805857143
ZBTB16,CD1C,0.007907510300940184
STAT1,PIK3IP1,0.0079059293023323
POU2AF1,BACH2,0.007899743045941716
STAT5A,CCR7,0.007899700787048795
RORA,CTSD,0.00788804782785402
ZBTB16,CD14,0.007880630694784257
IKZF2,PCNA,0.007865695143871724
EGR3,CD3D,0.00785515847144073
POU2AF1,SELPLG,0.007845370132258543
ZBTB16,IL32,0.007842038451347611
EGR3,LEF1,0.007825625076228452
PRDM1,IKZF2,0.00781992100877916
BAX,TNFSF14,0.007790658431427417
BCL11B,CTSD,0.007773341224958839
IRF4,IER3,0.007762955621643655
FOXP3,IL2RB,0.007744645041758702
STAT6,BIN2,0.007733082120352882
POU2AF1,LAMP1,0.0077117283028125755
IRF4,TGFB1,0.007687814148107581
PRDM1,IGLC3,0.007687472074067665
IRF4,DUSP2,0.007674427195663393
STAT5A,LAT,0.007662505498510496
STAT3,IL1RN,0.007644203860878418
IRF8,LAMP3,0.007626218762781923
TBX21,MZB1,0.007578424242553235
PAX5,CD14,0.00754838050307498
TBX21,CHI3L2,0.007532618340445344
BCL11B,IL15RA,0.007485506623642447
KLRG1,IFNGR1,0.007475477264087389
BACH2,ARL4C,0.007463093235853948
IRF8,TNFRSF25,0.00746270920111481
KLRG1,CD44,0.007462662304908622
BACH2,CD37,0.007461959346891965
BACH2,POU2AF1,0.0074500145559350485
TBX21,CD163,0.007446015586670259
ZBTB16,THBD,0.007444463700313265
ZBTB16,CD24,0.007435297780511859
IRF4,CPA3,0.007433433863793277
BACH2,PASK,0.0074279648062531645
EGR1,FOXP3,0.007426013204560462
BCL6,CCL5,0.007418000089581409
FOSL1,FAM65B,0.007414210053314232
XBP1,THBD,0.007411563784885448
KLRG1,ARL4C,0.007397297102661835
PAX5,FCN1,0.007393630050695075
PAX5,IFNGR1,0.007387757019596033
STAT1,CD247,0.007385466226802348
IRF4,BCL11B,0.007371412020620442
IRF4,TMEM97,0.007370149573961382
IRF8,TRIB2,0.0073698509153581025
RORA,TLR2,0.007354743173139604
POU2AF1,CD247,0.007350689392155649
PRDM1,IGHG1-secreted,0.007347367007322719
TCF4,ITGB2,0.007333221120071363
PRDM1,CD72,0.0073143831937014315
ARG1,IFNG,0.007312989568444632
PAX5,ANXA5,0.00729494416638963
XBP1,TIAF1,0.007292864370398925
BCL6,HLA-DRA,0.0072853018095639386
STAT4,BIRC3,0.0072707014048678294
TCF4,BIRC3,0.00726267204010195
TBX21,LAT,0.007255750860494908
BACH2,ADA,0.007211148408620947
TCF4,PRF1,0.007209274754070634
TBX21,CCND2,0.007206182716748241
EGR3,TLR2,0.007203685942356468
FOXO1,CD79A,0.007202780724151011
RORA,PRF1,0.0071923236903133625
BCL11B,AURKB,0.0071900351592814405
FOXO1,HMMR,0.007188575252136188
EBF1,IRF8,0.007186403290534273
FOXO1,IL12RB2,0.0071826378954265215
STAT6,LAP3,0.007181610375536035
PAX5,MCM2,0.007161785757246811
FOXO1,CD9,0.007161698964453867
RORA,IL12RB2,0.007157667091938109
ZBTB16,GIMAP5,0.007153430938387737
TCF4,CD163,0.007137264087395007
TCF4,BCL2A1,0.007134932896660165
KLRG1,FOSB,0.007122514087725255
TBX21,IGBP1,0.007117160355184557
TBX21,IER3,0.007112065234974385
POU2AF1,HLA-A,0.0071073321078858765
ARG1,TARP-refseq,0.007098426858418985
STAT5A,CTSD,0.00709819259269918
FOSL1,IFITM2,0.007077569209460004
RORA,TNFSF14,0.007056417343422684
PAX5,ICOS,0.0070439805434343765
XBP1,CD72,0.007023657651209331
STAT5A,CD27,0.007019919037201687
RUNX3,CD24,0.007005281137235116
ARG1,FCER1A,0.007005126494963095
FOSL1,BAX,0.00700438006873259
STAT6,CD2,0.006997145021649434
POU2AF1,STAT3,0.006988129559472768
ARG1,BPI,0.0069761543102284445
TCF7,UBE2C,0.006962680088910805
PRDM1,CXCR5,0.006960530933072733
FOSL1,VPS28,0.006937729779838946
PAX5,CPA3,0.006907980972098876
TBX21,BCL11B,0.006904858241140034
STAT3,CST7,0.006897796937656659
RORA,STAT6,0.006889296923009006
BCL11B,KIT,0.006888562034629028
BACH2,KLRC1,0.006886743408256045
BACH2,CCL4,0.006848222414342169
TCF7,RGS1,0.006828008004589881
BACH2,IFITM3,0.006823022648916708
TBX21,QPCT,0.006817630504837564
STAT1,PRDM1,0.006798735902240174
TCF4,IKZF1,0.006797302417455982
TCF7,CD69,0.0067830524855106164
RORA,MCM4,0.006763313593909023
ATF6B,MYC,0.006759009142659895
ZBTB16,LCK,0.006754949601151091
EGR3,PRF1,0.006750546035156751
FOXO1,CXCR3,0.006731515445628297
ARG1,TREM1,0.00672797392899349
RORA,IL15,0.006727896413313959
BCL6,LAMP1,0.006722885864399784
PRDM1,TRAC,0.006722571124451073
TCF7,CXCL3,0.006698003742116268
FOSL1,FOXP1,0.006689089708644254
ARG1,ITGAM,0.006687302593979365
RORA,MS4A1,0.0066860089779551156
TCF7,SELL,0.006685187581813364
KLRG1,IL1RN,0.006680580850582004
ARG1,KLRC3,0.006678879198845415
BACH2,EGR3,0.006672832604782491
TCF4,HAVCR2,0.006655521807553586
RORA,KLRC4,0.006655247325273848
FOSL1,ITGAE,0.0066537530137214295
TBX21,TLR2,0.0066320654065730456
EBF1,CD1C,0.006625740277361577
TCF7,TRIB2,0.0066223624539249485
STAT4,CD48,0.006621941068472817
IKZF2,TRAC,0.006608236953914524
STAT3,LAIR2,0.00659530687544982
EGR3,TREM1,0.0065925387850504155
BACH2,ITGAM,0.006564745176796288
BACH2,FTH1,0.00655903723731382
BCL6,STAT6,0.006553318307162193
BCL6,IGHM-membrane,0.0065524443549913386
STAT5A,PTPRC,0.006541980652992037
ARG1,TNFRSF25,0.006537195409075384
FOSL1,LGALS3,0.006535882418276027
STAT3,ENTPD1,0.0065312997263914
BCL6,IKZF2,0.006501123888852663
MYC,IL3RA,0.006490227366729118
EGR3,CD27,0.006484378576288359
RORA,IGLC3,0.006482720684751514
STAT1,IGHG1-secreted,0.006482359655076028
EGR3,ICAM1,0.006460187707472555
STAT6,CD3E,0.0064506195808638755
FOXO1,CTSG,0.006448043635542543
TCF7,BTG1,0.006442537302192435
EGR3,DPP4,0.006439424570425921
STAT1,CD74,0.006432229635484682
EGR3,ADGRE1,0.0064314863466169
KLRG1,LCK,0.006396119737427336
ZBTB16,IL6,0.006391879368811207
KLRG1,KLRK1,0.006391170431578337
STAT3,CLEC10A,0.006390747728458614
TBX21,CD5,0.006386279431528039
BACH2,IGHM-membrane,0.006375756908700662
POU2AF1,CD14,0.006360614372545166
BCL11B,FASLG,0.006344803964832304
EGR3,RNASE6,0.006343824268419518
STAT5A,GZMA,0.006340575789723651
TCF4,CD48,0.006335316571935087
ARG1,PDIA6,0.006316199942305378
KLRG1,CCL3,0.006305936567198177
FOSL1,ITGB2,0.006303419954032543
STAT1,FOSL1,0.006291927444390872
PAX5,FCGR3A,0.00627610617228728
STAT1,ITGAM,0.0062719884189454895
KLRG1,LEF1,0.006261294791372579
BACH2,ALAS2,0.0062594228486669255
FOXP1,BTLA,0.006258315417397328
TCF4,FOXO1,0.006252699302621913
ZBTB16,NAMPT,0.006252294007303858
XBP1,IGHM-membrane,0.006251225831956995
PAX5,IFNG,0.0062402213571926555
PRDM1,IL7R,0.006230355840486951
IKZF1,TMEM97,0.006226819457698545
BCL11B,CXCR5,0.0062225327313463075
MYC,CXCR2,0.0062210525260069935
IKZF1,POU2AF1,0.006201682771495745
TBX21,HLA-DRA,0.006200941761674253
IRF4,KLRC3,0.00619419761398248
RORA,MGST1,0.00615621737130461
PAX5,IL15RA,0.006149679215393676
STAT4,VSIG4,0.006140279295275826
BCL6,LTA,0.006135206764709362
POU2AF1,ITGA4,0.006134235107978578
TCF7,TCF4,0.006121975092794291
TCF4,IL6,0.006112531993362716
STAT1,IFNGR1,0.006111151224035166
KLRG1,NINJ2,0.006110359985974991
PRDM1,EGR1,0.006105283900930069
EBF1,FOXP1,0.006087496102794437
EGR1,CXCR5,0.006083404492702234
POU2AF1,S100A9,0.006073863041517921
ARG1,BCL11B,0.006052093981513
BACH2,KLRG1,0.006036609972606341
TCF7,TNFSF8,0.005995857272048163
FOXO1,IL2RB,0.0059727281369264225
TBX21,IGHG1-secreted,0.005946543808013055
BACH2,NINJ2,0.005944117515835115
RORA,STAT5A,0.00594076998361902
RORA,FCER1G,0.005939656589396411
PAX5,DUSP2,0.005935384502721591
PRDM1,LEF1,0.005934167749760458
IKZF1,HLA-DPA1,0.0059192411971097985
RORA,POU2AF1,0.005913911049653436
STAT3,IL15RA,0.0058807308418560664
XBP1,CD8B,0.005874216594781133
TCF7,FOSB,0.005861828435547182
BCL6,SELPLG,0.005852027491029478
STAT4,TCF7,0.0058374087770833236
BACH2,TIAF1,0.005832562635052987
BACH2,FOXO1,0.005828108422425523
MYC,BTLA,0.00582647990682664
BCL11B,IGHM-membrane,0.005783272614430796
FOSL1,FYN,0.0057706390396747125
KLRG1,KLRC1,0.005749116073735895
IKZF1,HLA-DRA,0.005748635433914989
FOSL1,IL4R,0.005734948708313224
BCL6,FCER1A,0.0057245745516233135
POU2AF1,DUSP4,0.005718666278242306
EGR3,LGALS1,0.005717248875149712
TCF4,CLEC4D,0.005711318878181206
PAX5,TREM1,0.005709561578418829
STAT4,BACH2,0.005703617591563418
STAT1,LAMP1,0.005701918093414076
XBP1,CCR1,0.005699011339012445
BCL6,HLA-DPA1,0.005696217881110119
IRF4,PTTG2,0.0056756727643048925
TCF4,CXCL16,0.0056615672574079744
STAT4,CD33,0.0056532022093793485
BACH2,IGHD-membrane,0.005651786758940007
STAT5A,BIN2,0.00564767634168909
ZBTB16,TCF4,0.00564151718110385
XBP1,POU2AF1,0.005632390739885189
STAT1,CD36,0.005623598378328687
ARG1,ENTPD1,0.005622651201479141
FOXO1,EBF1,0.005619858448949879
TCF4,FCN1,0.005617664433829542
FOXO1,VSIG4,0.005615509196957557
ZBTB16,CD86,0.005605825718592048
STAT5A,GZMH,0.005597270385134839
FOSL1,CTLA4,0.005596099513899499
PRDM1,BIN2,0.005568209022158814
PRDM1,KLRF1,0.005550160976291818
POU2AF1,BTG1,0.005549887054383822
PRDM1,TRBC2,0.005542004166065727
ARG1,STAT4,0.005521637847117205
TCF4,DUSP2,0.005520880668916974
FOXP3,ANXA5,0.005519143286703803
RORA,CCL4,0.005515072273347805
POU2AF1,CBLB,0.005477735088299577
EGR3,CD8A,0.005474518910633922
EGR3,GZMH,0.005469189238309099
STAT1,HLA-DRA,0.005459941633863602
IKZF2,IL32,0.0054139577474368915
TCF7,PIK3IP1,0.005409950850852821
XBP1,IL6,0.005395768643484577
ARG1,ITGAX,0.005392670088837617
BACH2,LAIR2,0.005383702985437136
STAT1,FAS,0.005381860334934909
TCF7,FAM65B,0.005378436491686033
PRDM1,MCM2,0.0053570194685200485
ARG1,S100A10,0.005353055968052829
ZBTB16,CD48,0.005314610915699754
PAX5,CD3G,0.0053118370624592745
ARG1,PIK3AP1,0.005311251030138977
STAT3,CTSD,0.005309088618818115
ARG1,MS4A1,0.005307572489892789
TCF7,S100A9,0.005307571770634763
PRDM1,IL32,0.005300267343942291
PAX5,CD160,0.005294830061327039
IRF4,UBE2C,0.005281965096332178
STAT5A,IGHM-secreted,0.005281835721112916
KLRG1,YBX3,0.005275173758417906
FOSL1,CPA3,0.005272958406403288
STAT6,FOSB,0.00527209626691906
XBP1,CD160,0.005268892752114354
FOXO1,TNFSF13,0.0052660069396986055
BAX,BTLA,0.00524778972873315
ZBTB16,LAMP3,0.005235034443608933
KLRG1,CXCL8,0.005228625819589063
BACH2,CST7,0.005226910506822294
FOSL1,IKZF1,0.005215521250879524
TCF4,TREM1,0.00519627161060701
KLRG1,SELL,0.00518160662815557
BACH2,CXCL1,0.0051649730302310536
KLRG1,CXCR4,0.005162986919108877
TBX21,NINJ2,0.005156626868983799
FOSL1,ITGA4,0.005152487025568311
BACH2,TBX21,0.005149039060272228
STAT4,BPI,0.005138908028472264
BACH2,GZMH,0.005113875444468271
ZBTB16,CXCR2,0.0051109728115521225
STAT4,CD1C,0.005108021996596516
STAT4,CD38,0.005105971746729317
IKZF1,CD38,0.005095563859454555
STAT5A,FYN,0.005095217077513742
EGR3,CD6,0.005081899799575943
TCF7,PASK,0.005080285796214824
STAT5A,FAM65B,0.005075031358227952
PAX5,CXCL2,0.005070902985465095
STAT6,BAX,0.00506858931317073
